50/50 H2O/SiO2 EOS table for planetary interior model (WITH phase equilibrium), 51 temps, 147 densities
***UvA version, Allona Vazan***  June 2018 ***
units:    1 keV = 1.1605e+7 Kelvin; 1 jrk = 1.e+16 erg
          1 jrk/cc = 1.e+4 Mbar

 lgT(Kev)  lgro          log P(jrk/cc)              u(jrk/g)                 s(jrk/g-keV)
-3.00     1.30    -1.888361094831176E+00     5.291122164278977E-04     1.935632128885951E-02
-3.00     1.40    -1.668418544043029E+00     7.122333824880774E-04     1.733946941357711E-02
-3.00     1.50    -1.454056412276094E+00     9.500794890671279E-04     1.540290750353677E-02
-3.00     1.60    -1.244550968712979E+00     1.255693665108662E-03     1.354507310737897E-02
-3.00     1.70    -1.039294075092956E+00     1.644699479515330E-03     1.176793859935272E-02
-3.00     1.80    -8.377719546953502E-01     2.135758084282047E-03     1.007691843693844E-02
-3.00     1.90    -6.395478684527796E-01     2.751101847618995E-03     8.480244751346696E-03
-3.00     2.00    -4.442486988806941E-01     3.517157180057874E-03     6.987058693490818E-03
-2.90   -12.60    -1.718989912564732E+01     2.724648041461497E-04     6.736370790547639E-01
-2.90   -12.50    -1.709139390746088E+01     2.700949126560832E-04     6.667931320697646E-01
-2.90   -12.40    -1.699290355347296E+01     2.677305131472581E-04     6.599694634337289E-01
-2.90   -12.30    -1.689442831242859E+01     2.653699501340911E-04     6.531651722275209E-01
-2.90   -12.20    -1.679596832959857E+01     2.630134112607287E-04     6.463815714998702E-01
-2.90   -12.10    -1.669752406149367E+01     2.606596331459898E-04     6.396186091228870E-01
-2.90   -12.00    -1.659909577595171E+01     2.583145829406659E-04     6.328764819795164E-01
-2.90   -11.90    -1.650068363477962E+01     2.559775793642441E-04     6.261548346959894E-01
-2.90   -11.80    -1.640228827813064E+01     2.536409091133028E-04     6.194543492779158E-01
-2.90   -11.70    -1.630390992608727E+01     2.513180010078758E-04     6.127753818246133E-01
-2.90   -11.60    -1.620554892039504E+01     2.489974309132738E-04     6.061169744177531E-01
-2.90   -11.50    -1.610720574085057E+01     2.466776057613636E-04     5.994806272245239E-01
-2.90   -11.40    -1.600888074059131E+01     2.443694020684340E-04     5.928654333078369E-01
-2.90   -11.30    -1.591057426228552E+01     2.420646188198789E-04     5.862721150262522E-01
-2.90   -11.20    -1.581228669929443E+01     2.397643225724266E-04     5.797010262786415E-01
-2.90   -11.10    -1.571401869405789E+01     2.374711230150443E-04     5.731513153162121E-01
-2.90   -11.00    -1.561577054568997E+01     2.351835923680391E-04     5.666245615390967E-01
-2.90   -10.90    -1.551754278414347E+01     2.329019251048700E-04     5.601200953158670E-01
-2.90   -10.80    -1.541933592888380E+01     2.306269495318079E-04     5.536379862576735E-01
-2.90   -10.70    -1.532115040269994E+01     2.283575005441397E-04     5.471789537760395E-01
-2.90   -10.60    -1.522298683974027E+01     2.260932342894369E-04     5.407428510550131E-01
-2.90   -10.50    -1.512484575212466E+01     2.238355127768917E-04     5.343303779614053E-01
-2.90   -10.40    -1.502672773139382E+01     2.215839617428069E-04     5.279407158081684E-01
-2.90   -10.30    -1.492863331202117E+01     2.193370516492501E-04     5.215747457685060E-01
-2.90   -10.20    -1.483056319314041E+01     2.170991400165658E-04     5.152331053841527E-01
-2.90   -10.10    -1.473251806092691E+01     2.148661019700109E-04     5.089153092870453E-01
-2.90   -10.00    -1.463449846468599E+01     2.126392365523707E-04     5.026214559303073E-01
-2.90    -9.90    -1.453650522489852E+01     2.104198620256574E-04     4.963524276657674E-01
-2.90    -9.80    -1.443853906469803E+01     2.082063457744267E-04     4.901081452663240E-01
-2.90    -9.70    -1.434060071453843E+01     2.059992081564398E-04     4.838885346431446E-01
-2.90    -9.60    -1.424269101203901E+01     2.037987439268547E-04     4.776942708040540E-01
-2.90    -9.50    -1.414481075950374E+01     2.016055688021136E-04     4.715256145584670E-01
-2.90    -9.40    -1.404696092218157E+01     1.994187356195695E-04     4.653823930156887E-01
-2.90    -9.30    -1.394914231377718E+01     1.972385136801482E-04     4.592652386062089E-01
-2.90    -9.20    -1.385135586168606E+01     1.950657137630081E-04     4.531745561636934E-01
-2.90    -9.10    -1.375360281505762E+01     1.928996831315345E-04     4.471101470895201E-01
-2.90    -9.00    -1.365588398460370E+01     1.907410805223529E-04     4.410725705856889E-01
-2.90    -8.90    -1.355820058531004E+01     1.885893441801857E-04     4.350619510662527E-01
-2.90    -8.80    -1.346055380763642E+01     1.864448476198372E-04     4.290787333576778E-01
-2.90    -8.70    -1.336294472593351E+01     1.843078621317254E-04     4.231232939099916E-01
-2.90    -8.60    -1.326537472763462E+01     1.821781446043760E-04     4.171958034574830E-01
-2.90    -8.50    -1.316784511862424E+01     1.800562125699913E-04     4.112966978111789E-01
-2.90    -8.40    -1.307035735872607E+01     1.779417750640117E-04     4.054261708634356E-01
-2.90    -8.30    -1.297291289240663E+01     1.758349946025602E-04     3.995846945954172E-01
-2.90    -8.20    -1.287551314787427E+01     1.737362016485340E-04     3.937725834083104E-01
-2.90    -8.10    -1.277816004482708E+01     1.716452370980727E-04     3.879901814604821E-01
-2.90    -8.00    -1.268085506482658E+01     1.695622715827627E-04     3.822378938740150E-01
-2.90    -7.90    -1.258360012878506E+01     1.674875649820821E-04     3.765160691361195E-01
-2.90    -7.80    -1.248639718912533E+01     1.654209996553377E-04     3.708252209051965E-01
-2.90    -7.70    -1.238924813238981E+01     1.633628259736022E-04     3.651656063627963E-01
-2.90    -7.60    -1.229215519420343E+01     1.613134315105155E-04     3.595379110932474E-01
-2.90    -7.50    -1.219512053737795E+01     1.592723995226391E-04     3.539421508715103E-01
-2.90    -7.40    -1.209814660243089E+01     1.572401479548991E-04     3.483792520628520E-01
-2.90    -7.30    -1.200123582299283E+01     1.552169634080103E-04     3.428495420633788E-01
-2.90    -7.20    -1.190439070819469E+01     1.532027524965321E-04     3.373533628255311E-01
-2.90    -7.10    -1.180761427183254E+01     1.511976745351133E-04     3.318914387709412E-01
-2.90    -7.00    -1.171090920493317E+01     1.492019894640450E-04     3.264640892762773E-01
-2.90    -6.90    -1.161427854247617E+01     1.472158129563873E-04     3.210720048492764E-01
-2.90    -6.80    -1.151772565590468E+01     1.452393183027962E-04     3.157158056095184E-01
-2.90    -6.70    -1.142125365337066E+01     1.432727483133538E-04     3.103960544104438E-01
-2.90    -6.60    -1.132486617943947E+01     1.413162644298008E-04     3.051133689061618E-01
-2.90    -6.50    -1.122856677927698E+01     1.393699737315070E-04     2.998682628727642E-01
-2.90    -6.40    -1.113235928695708E+01     1.374341998480225E-04     2.946615531376106E-01
-2.90    -6.30    -1.103624764512855E+01     1.355091203667148E-04     2.894939215057382E-01
-2.90    -6.20    -1.094023572186102E+01     1.335950250622786E-04     2.843660959191590E-01
-2.90    -6.10    -1.084432769112050E+01     1.316921670574124E-04     2.792787473352878E-01
-2.90    -6.00    -1.074852777729926E+01     1.298007741303236E-04     2.742327440944365E-01
-2.90    -5.90    -1.065284014662913E+01     1.279211901721129E-04     2.692288508902617E-01
-2.90    -5.80    -1.055726896671360E+01     1.260537533279893E-04     2.642679628064008E-01
-2.90    -5.70    -1.046181840119672E+01     1.241987483493029E-04     2.593371742827630E-01
-2.90    -5.60    -1.036649240789263E+01     1.223565941114378E-04     2.546038865651220E-01
-2.90    -5.50    -1.027129484658943E+01     1.205276725198197E-04     2.497187267018454E-01
-2.90    -5.40    -1.017622929435606E+01     1.187124323299611E-04     2.448644400134086E-01
-2.90    -5.30    -1.008129884104616E+01     1.169113720050294E-04     2.401392478524412E-01
-2.90    -5.20    -9.986506321230101E+00     1.151249427586257E-04     2.354553137998750E-01
-2.90    -5.10    -9.891853743007822E+00     1.133537172616775E-04     2.308210095590876E-01
-2.90    -5.00    -9.797342573937133E+00     1.115983012067777E-04     2.262373728805336E-01
-2.90    -4.90    -9.702973608125703E+00     1.098592748705816E-04     2.217053915462251E-01
-2.90    -4.80    -9.608746457035757E+00     1.081373193975301E-04     2.172261462563203E-01
-2.90    -4.70    -9.514659678287188E+00     1.064331175940555E-04     2.128006312114470E-01
-2.90    -4.60    -9.420710944667892E+00     1.047473816866398E-04     2.084298737597113E-01
-2.90    -4.50    -9.326896323885254E+00     1.030808943799209E-04     2.041148958141094E-01
-2.90    -4.40    -9.233210661290583E+00     1.014344116088132E-04     1.998565581127864E-01
-2.90    -4.30    -9.139647193847619E+00     9.980876549336714E-05     1.956558253293934E-01
-2.90    -4.20    -9.046197642983087E+00     9.820473027293480E-05     1.915135143884117E-01
-2.90    -4.10    -8.952852090565262E+00     9.662314778779399E-05     1.874303359196951E-01
-2.90    -4.00    -8.859598862306424E+00     9.506482757092987E-05     1.834069830309345E-01
-2.90    -3.90    -8.766424564147854E+00     9.353057928056626E-05     1.794503616140354E-01
-2.90    -3.80    -8.673313995217995E+00     9.202114969299717E-05     1.754643257293842E-01
-2.90    -3.70    -8.580250172388638E+00     9.053733395138041E-05     1.715559647226458E-01
-2.90    -3.60    -8.487214231020175E+00     8.907983511563630E-05     1.679419829816540E-01
-2.90    -3.50    -8.394185471146503E+00     8.764932394382116E-05     1.642024386913450E-01
-2.90    -3.40    -8.301141270116208E+00     8.624635492778971E-05     1.605450086131730E-01
-2.90    -3.30    -8.208057215732005E+00     8.487152836675019E-05     1.569483583572897E-01
-2.90    -3.20    -8.114906579513267E+00     8.352536322506112E-05     1.534120354449928E-01
-2.90    -3.10    -8.021660649904582E+00     8.220824191572249E-05     1.499353186868107E-01
-2.90    -3.00    -7.928288281182006E+00     8.092049015148233E-05     1.465172872071347E-01
-2.90    -2.90    -7.834755793587846E+00     7.966243860011145E-05     1.431569152035696E-01
-2.90    -2.80    -7.741026403546151E+00     7.843430855535928E-05     1.398529137093389E-01
-2.90    -2.70    -7.647059579606635E+00     7.723625625603584E-05     1.366038060523740E-01
-2.90    -2.60    -7.552810676367546E+00     7.606840242130116E-05     1.334079056509253E-01
-2.90    -2.50    -7.458229756468347E+00     7.493088939815610E-05     1.302633706653775E-01
-2.90    -2.40    -7.363260158025738E+00     7.382375938138537E-05     1.271679927742921E-01
-2.90    -2.30    -7.267836958463867E+00     7.274715274426777E-05     1.241194445709411E-01
-2.90    -2.20    -7.171884619663002E+00     7.170124435878963E-05     1.211151265126063E-01
-2.90    -2.10    -7.075314516317697E+00     7.068632147564529E-05     1.181521315324273E-01
-2.90    -2.00    -6.978021928899290E+00     6.970282785224684E-05     1.152272465296173E-01
-2.90    -1.90    -6.879883566393315E+00     6.875142861829685E-05     1.123368765989427E-01
-2.90    -1.80    -6.780756858260741E+00     6.783307737852522E-05     1.094770025081814E-01
-2.90    -1.70    -6.680482651202675E+00     6.694910692770211E-05     1.066431285727125E-01
-2.90    -1.60    -6.578895206050417E+00     6.610115505357524E-05     1.038301763426539E-01
-2.90    -1.50    -6.475840821249369E+00     6.529099596042726E-05     1.010323108368405E-01
-2.90    -1.40    -6.371208802977147E+00     6.452022773282553E-05     9.824287127714576E-02
-2.90    -1.30    -6.264974299749969E+00     6.378964866503379E-05     9.545429920247939E-02
-2.90    -1.20    -6.157251057808990E+00     6.309822380672216E-05     9.265800662127806E-02
-2.90    -1.10    -6.048350117812063E+00     6.244176069230143E-05     8.984441329238180E-02
-2.90    -1.00    -5.938836169395428E+00     6.181127255456768E-05     8.700307936374724E-02
-2.90    -0.90    -5.829571144196493E+00     6.119084167744500E-05     8.412324923360126E-02
-2.90    -0.80    -5.721727997399869E+00     6.056769115066425E-05     8.119461858831400E-02
-2.90    -0.70    -5.616753647479541E+00     5.988740079016221E-05     7.820859534194996E-02
-2.90    -0.60    -5.516255190315755E+00     5.913884910808610E-05     7.515988825063379E-02
-2.90    -0.50    -5.421775240595538E+00     5.828319630795528E-05     7.204846830759161E-02
-2.90    -0.40    -5.334402739092610E+00     5.726678700629162E-05     6.888232447211004E-02
-2.90    -0.30    -5.254090826251961E+00     5.610605148470266E-05     6.567964669508267E-02
-2.90    -0.20    -5.179019056524434E+00     5.480261515898047E-05     6.245588572851174E-02
-2.90    -0.10    -5.104733535238516E+00     5.344451057844317E-05     5.926052804145418E-02
-2.90     0.00    -5.024813071073214E+00     5.215553343786295E-05     5.609795384967953E-02
-2.90     0.10    -4.928018617780764E+00     5.118734077106008E-05     5.300148126229690E-02
-2.90     0.20    -4.788883352415970E+00     5.095164262016781E-05     5.001009732566429E-02
-2.90     0.30    -4.572869413002302E+00     5.200372902427116E-05     4.711850181655755E-02
-2.90     0.40    -4.285192224853899E+00     5.517659287099838E-05     4.434575906881325E-02
-2.90     0.50    -3.973706883472020E+00     6.159027317482201E-05     4.168661025663001E-02
-2.90     0.60    -3.668007423703378E+00     7.274508284877974E-05     3.913264468056309E-02
-2.90     0.70    -3.376644573903681E+00     9.060616296223250E-05     3.667317045714342E-02
-2.90     0.80    -3.100712607382948E+00     1.174157431046634E-04     3.407829450184541E-02
-2.90     0.90    -2.838016013101439E+00     1.565535366889212E-04     3.154516909693877E-02
-2.90     1.00    -2.586955606822368E+00     2.120562043596178E-04     2.907519641208955E-02
-2.90     1.10    -2.345721498717019E+00     2.888637446194251E-04     2.666861559412522E-02
-2.90     1.20    -2.112723875514654E+00     3.931399094461744E-04     2.437663105496864E-02
-2.90     1.30    -1.886913945519253E+00     5.322938423571660E-04     2.218490817943960E-02
-2.90     1.40    -1.667364926130730E+00     7.153185484980015E-04     2.008222120687446E-02
-2.90     1.50    -1.453277465877279E+00     9.530688133705890E-04     1.806041614404088E-02
-2.90     1.60    -1.243968228072606E+00     1.258584124231138E-03     1.611443629377629E-02
-2.90     1.70    -1.038854586534822E+00     1.647484041332922E-03     1.424240804301800E-02
-2.90     1.80    -8.374389526821586E-01     2.138424311148001E-03     1.244576385915670E-02
-2.90     1.90    -6.392952446055714E-01     2.753633807621722E-03     1.072928678728480E-02
-2.90     2.00    -4.440574954778009E-01     3.519537644440329E-03     9.100819208291849E-03
-2.80   -12.60    -1.704948527268618E+01     3.609729502461980E-04     7.362370482133347E-01
-2.80   -12.50    -1.695093256844774E+01     3.577812980023812E-04     7.288147706100103E-01
-2.80   -12.40    -1.685239392493293E+01     3.545996998411109E-04     7.214134648992734E-01
-2.80   -12.30    -1.675386993276939E+01     3.514251441670877E-04     7.140330328280000E-01
-2.80   -12.20    -1.665536094670430E+01     3.482574012821217E-04     7.066735624704606E-01
-2.80   -12.10    -1.655686721792960E+01     3.450976744770268E-04     6.993353697670590E-01
-2.80   -12.00    -1.645838896770383E+01     3.419477422067740E-04     6.920186494787273E-01
-2.80   -11.90    -1.635992665830099E+01     3.388025304683164E-04     6.847235983532657E-01
-2.80   -11.80    -1.626148055358598E+01     3.356578937614538E-04     6.774503240193689E-01
-2.80   -11.70    -1.616305088150806E+01     3.325223511047524E-04     6.701992830973006E-01
-2.80   -11.60    -1.606463816973195E+01     3.293936423168564E-04     6.629705804448431E-01
-2.80   -11.50    -1.596624269520158E+01     3.262705066154147E-04     6.557640624613188E-01
-2.80   -11.40    -1.586786504107345E+01     3.231579332102192E-04     6.485800436582625E-01
-2.80   -11.30    -1.576950524262392E+01     3.200489604035826E-04     6.414188303923894E-01
-2.80   -11.20    -1.567116398253057E+01     3.169473069924908E-04     6.342801021940900E-01
-2.80   -11.10    -1.557284169848315E+01     3.138560923193836E-04     6.271644322942402E-01
-2.80   -11.00    -1.547453861162407E+01     3.107658788776347E-04     6.200722786458012E-01
-2.80   -10.90    -1.537625537708327E+01     3.076881154924169E-04     6.130031064772367E-01
-2.80   -10.80    -1.527799243951626E+01     3.046157907082175E-04     6.059578333999927E-01
-2.80   -10.70    -1.517975020031508E+01     3.015496669927640E-04     5.989364451323420E-01
-2.80   -10.60    -1.508152924056180E+01     2.984916799735778E-04     5.919386433202092E-01
-2.80   -10.50    -1.498333013511643E+01     2.954419237734162E-04     5.849654471596131E-01
-2.80   -10.40    -1.488515342008936E+01     2.924001824886767E-04     5.780169225701937E-01
-2.80   -10.30    -1.478699960009503E+01     2.893664787080509E-04     5.710928153685373E-01
-2.80   -10.20    -1.468886931962945E+01     2.863391191593532E-04     5.641934095421584E-01
-2.80   -10.10    -1.459076326707243E+01     2.833211529831290E-04     5.573194761722058E-01
-2.80   -10.00    -1.449268197670190E+01     2.803086863600149E-04     5.504703012165200E-01
-2.80    -9.90    -1.439462625694797E+01     2.773059724071329E-04     5.436471507756501E-01
-2.80    -9.80    -1.429659675614219E+01     2.743112856533189E-04     5.368499790861141E-01
-2.80    -9.70    -1.419859417862255E+01     2.713237422807701E-04     5.300783159614129E-01
-2.80    -9.60    -1.410061935139013E+01     2.683455544035860E-04     5.233333095810150E-01
-2.80    -9.50    -1.400267306930804E+01     2.653749968260737E-04     5.166148589436631E-01
-2.80    -9.40    -1.390475621658561E+01     2.624122065115511E-04     5.099229599757689E-01
-2.80    -9.30    -1.380686957456567E+01     2.594587856611136E-04     5.032584930775508E-01
-2.80    -9.20    -1.370901415025343E+01     2.565129542763621E-04     4.966211924488650E-01
-2.80    -9.10    -1.361119093452158E+01     2.535768894982072E-04     4.900117325296707E-01
-2.80    -9.00    -1.351340087013060E+01     2.506495859810976E-04     4.834302943809148E-01
-2.80    -8.90    -1.341564509759046E+01     2.477308230302934E-04     4.768770023237190E-01
-2.80    -8.80    -1.331792467783758E+01     2.448210789769107E-04     4.703522895593510E-01
-2.80    -8.70    -1.322024073747498E+01     2.419206346507288E-04     4.638567255593505E-01
-2.80    -8.60    -1.312259455178333E+01     2.390290318789106E-04     4.573900881552734E-01
-2.80    -8.50    -1.302498743892485E+01     2.361468357942379E-04     4.509530551476782E-01
-2.80    -8.40    -1.292742072116125E+01     2.332743483032602E-04     4.445461477922505E-01
-2.80    -8.30    -1.282989574418495E+01     2.304111331410707E-04     4.381693894688897E-01
-2.80    -8.20    -1.273241411751249E+01     2.275574914315993E-04     4.318232433509913E-01
-2.80    -8.10    -1.263497735922802E+01     2.247140698551664E-04     4.255083164741009E-01
-2.80    -8.00    -1.253758714479013E+01     2.218803549775913E-04     4.192248148217984E-01
-2.80    -7.90    -1.244024520984992E+01     2.190565590245292E-04     4.129730404157991E-01
-2.80    -7.80    -1.234295334443955E+01     2.162432597190237E-04     4.067535691215109E-01
-2.80    -7.70    -1.224571358954594E+01     2.134400226219751E-04     4.005667996982762E-01
-2.80    -7.60    -1.214852790016962E+01     2.106474351043965E-04     3.944131738093500E-01
-2.80    -7.50    -1.205139843869135E+01     2.078653892278117E-04     3.882931647414319E-01
-2.80    -7.40    -1.195432750010567E+01     2.050941186709993E-04     3.822072970962642E-01
-2.80    -7.30    -1.185731752789706E+01     2.023339197411321E-04     3.761559570539896E-01
-2.80    -7.20    -1.176037090672125E+01     1.995848628619644E-04     3.701398437010273E-01
-2.80    -7.10    -1.166349040520559E+01     1.968469462966811E-04     3.641592344268640E-01
-2.80    -7.00    -1.156667884226318E+01     1.941206820156083E-04     3.582148658840222E-01
-2.80    -6.90    -1.146993905779636E+01     1.914060487785483E-04     3.523072915689403E-01
-2.80    -6.80    -1.137327425491354E+01     1.887031793522687E-04     3.464370752600724E-01
-2.80    -6.70    -1.127668762847927E+01     1.860125430478228E-04     3.406048714985826E-01
-2.80    -6.60    -1.118018263348123E+01     1.833342342469574E-04     3.348113235275929E-01
-2.80    -6.50    -1.108376284677751E+01     1.806683655372845E-04     3.290569719861545E-01
-2.80    -6.40    -1.098743198343928E+01     1.780153711410742E-04     3.233427271410657E-01
-2.80    -6.30    -1.089119401231568E+01     1.753755047114189E-04     3.176692611722402E-01
-2.80    -6.20    -1.079505281906404E+01     1.727488802330371E-04     3.120371422349916E-01
-2.80    -6.10    -1.069901266866323E+01     1.701360368758513E-04     3.064474110101652E-01
-2.80    -6.00    -1.060307780973041E+01     1.675370951668889E-04     3.009006789971609E-01
-2.80    -5.90    -1.050725264409668E+01     1.649525728707618E-04     2.953978903905630E-01
-2.80    -5.80    -1.041154152093915E+01     1.623827761270936E-04     2.899399632059869E-01
-2.80    -5.70    -1.031594890216848E+01     1.598279903904934E-04     2.845169834616560E-01
-2.80    -5.60    -1.022047919416790E+01     1.572888804767727E-04     2.793153823381512E-01
-2.80    -5.50    -1.012513669494723E+01     1.547657717576198E-04     2.738736906406117E-01
-2.80    -5.40    -1.002992559245993E+01     1.522592288264228E-04     2.685716840609916E-01
-2.80    -5.30    -9.934849787927543E+00     1.497698849914642E-04     2.633552285420636E-01
-2.80    -5.20    -9.839912808241788E+00     1.472982758642736E-04     2.581864541756585E-01
-2.80    -5.10    -9.745117901160143E+00     1.448450725172908E-04     2.530695437645816E-01
-2.80    -5.00    -9.650467633122279E+00     1.424110293179107E-04     2.480056914066963E-01
-2.80    -4.90    -9.555964069210731E+00     1.399968937242087E-04     2.429960277424169E-01
-2.80    -4.80    -9.461608328494812E+00     1.376035084321520E-04     2.380416559900798E-01
-2.80    -4.70    -9.367400718730293E+00     1.352317253866575E-04     2.331437867417218E-01
-2.80    -4.60    -9.273340586848668E+00     1.328825416088811E-04     2.283036175018175E-01
-2.80    -4.50    -9.179425960401961E+00     1.305569250451148E-04     2.235222765321662E-01
-2.80    -4.40    -9.085653741602947E+00     1.282558942855805E-04     2.188008578067253E-01
-2.80    -4.30    -8.992019288771726E+00     1.259805559448984E-04     2.141404986042969E-01
-2.80    -4.20    -8.898516543105512E+00     1.237320412174844E-04     2.095422580953961E-01
-2.80    -4.10    -8.805137903160634E+00     1.215114792662194E-04     2.050070892075415E-01
-2.80    -4.00    -8.711873945176855E+00     1.193200198022723E-04     2.005358920686836E-01
-2.80    -3.90    -8.618713464751423E+00     1.171588669552850E-04     1.961362058768022E-01
-2.80    -3.80    -8.525643666470316E+00     1.150291417161315E-04     1.917061268820329E-01
-2.80    -3.70    -8.432649626437797E+00     1.129320288917516E-04     1.873402507271029E-01
-2.80    -3.60    -8.339714604902039E+00     1.108686481626962E-04     1.833298793094521E-01
-2.80    -3.50    -8.246819913490302E+00     1.088400601448096E-04     1.791641671309022E-01
-2.80    -3.40    -8.153944911594582E+00     1.068472833494193E-04     1.750897385736254E-01
-2.80    -3.30    -8.061066824596349E+00     1.048912948721439E-04     1.710822602308519E-01
-2.80    -3.20    -7.968160867772088E+00     1.029729708960221E-04     1.671414742377041E-01
-2.80    -3.10    -7.875199876327210E+00     1.010931153146383E-04     1.632669997100211E-01
-2.80    -3.00    -7.782154448002094E+00     9.925249767010649E-05     1.594582441007001E-01
-2.80    -2.90    -7.688992567025529E+00     9.745168531065095E-05     1.557143177081422E-01
-2.80    -2.80    -7.595679273671259E+00     9.569122629974700E-05     1.520341665251347E-01
-2.80    -2.70    -7.502176096529159E+00     9.397166345146172E-05     1.484166171135761E-01
-2.80    -2.60    -7.408441007970348E+00     9.229336417283936E-05     1.448601289158213E-01
-2.80    -2.50    -7.314426961306324E+00     9.065659486350125E-05     1.413628980469334E-01
-2.80    -2.40    -7.220081130026783E+00     8.906175136385460E-05     1.379230478072401E-01
-2.80    -2.30    -7.125343590681823E+00     8.750910035974449E-05     1.345383235116641E-01
-2.80    -2.20    -7.030145179754577E+00     8.599898534306305E-05     1.312061803083353E-01
-2.80    -2.10    -6.934405552473372E+00     8.453179248625421E-05     1.279238297010022E-01
-2.80    -2.00    -6.838030424934342E+00     8.310811785899168E-05     1.246881521476052E-01
-2.80    -1.90    -6.740909503480639E+00     8.172876301296049E-05     1.214956498027939E-01
-2.80    -1.80    -6.642915127880791E+00     8.039479197234627E-05     1.183423630600833E-01
-2.80    -1.70    -6.543903732027276E+00     7.910762550583241E-05     1.152238880122695E-01
-2.80    -1.60    -6.443722445581394E+00     7.786904909387816E-05     1.121352065740309E-01
-2.80    -1.50    -6.342223261332725E+00     7.668100681039459E-05     1.090706162325222E-01
-2.80    -1.40    -6.239285896082435E+00     7.554530035039435E-05     1.060236060423529E-01
-2.80    -1.30    -6.134851732284833E+00     7.446293354666203E-05     1.029867597866522E-01
-2.80    -1.20    -6.028966674407847E+00     7.343303243119410E-05     9.995157296343246E-02
-2.80    -1.10    -5.921829939021141E+00     7.245154918302364E-05     9.690854570777745E-02
-2.80    -1.00    -5.813843270357077E+00     7.150953659391930E-05     9.384721156199752E-02
-2.80    -0.90    -5.705650926541514E+00     7.059139717270875E-05     9.075646119421987E-02
-2.80    -0.80    -5.598157349965094E+00     6.967325537876888E-05     8.762517078342615E-02
-2.80    -0.70    -5.492503611051760E+00     6.872922509194366E-05     8.444321425043386E-02
-2.80    -0.60    -5.389980181283878E+00     6.770153261727909E-05     8.120299550411551E-02
-2.80    -0.50    -5.291847900511957E+00     6.657076694193992E-05     7.790112287703985E-02
-2.80    -0.40    -5.199035137240175E+00     6.529918056455406E-05     7.454032862689464E-02
-2.80    -0.30    -5.111661709120108E+00     6.383313899719580E-05     7.113209468844972E-02
-2.80    -0.20    -5.028315005387441E+00     6.223223837368925E-05     6.769898197695602E-02
-2.80    -0.10    -4.945473830406648E+00     6.053705644204638E-05     6.425984799034930E-02
-2.80     0.00    -4.856757613396598E+00     5.892332780162375E-05     6.087191877855404E-02
-2.80     0.10    -4.753086131353196E+00     5.761377227219590E-05     5.753450673546293E-02
-2.80     0.20    -4.619123142865483E+00     5.701353036153668E-05     5.428628351161496E-02
-2.80     0.30    -4.435284956020373E+00     5.774192929066519E-05     5.116848247103824E-02
-2.80     0.40    -4.196732243458770E+00     6.059665173039475E-05     4.817285338147333E-02
-2.80     0.50    -3.922491816647888E+00     6.673238806993086E-05     4.531814608514219E-02
-2.80     0.60    -3.638433495177023E+00     7.764865728818387E-05     4.259616616394252E-02
-2.80     0.70    -3.358918139705148E+00     9.530918882153296E-05     3.999534392426608E-02
-2.80     0.80    -3.089093976320795E+00     1.222387273713062E-04     3.750201993966545E-02
-2.80     0.90    -2.830331017967060E+00     1.612971760988700E-04     3.489546262643355E-02
-2.80     1.00    -2.581521230587301E+00     2.166940833383571E-04     3.235476196873820E-02
-2.80     1.10    -2.341896248518767E+00     2.933785591686184E-04     2.985704160813211E-02
-2.80     1.20    -2.110057318242597E+00     3.974937045335383E-04     2.745136769353719E-02
-2.80     1.30    -1.885011480730439E+00     5.365018847891697E-04     2.515679879935635E-02
-2.80     1.40    -1.665980632108903E+00     7.193927323866517E-04     2.295946474584496E-02
-2.80     1.50    -1.452253410545543E+00     9.570167395468337E-04     2.084840621469186E-02
-2.80     1.60    -1.243200489830040E+00     1.262409384587427E-03     1.881551169325398E-02
-2.80     1.70    -1.038273025360603E+00     1.651185133996105E-03     1.685551836907320E-02
-2.80     1.80    -8.369952491372724E-01     2.141994788563791E-03     1.496610232119067E-02
-2.80     1.90    -6.389553402424439E-01     2.757060679302254E-03     1.314802613242830E-02
-2.80     2.00    -4.437968816578690E-01     3.522803428584855E-03     1.140527016737071E-02
-2.70   -12.60    -1.691009400345894E+01     4.808789540177588E-04     8.035897053560954E-01
-2.70   -12.50    -1.681148816641424E+01     4.766186412376814E-04     7.955634789344623E-01
-2.70   -12.40    -1.671289642668333E+01     4.723655173540484E-04     7.875579585164121E-01
-2.70   -12.30    -1.661431894016398E+01     4.681192222807727E-04     7.795740524540452E-01
-2.70   -12.20    -1.651575575133415E+01     4.638796198137052E-04     7.716123537953150E-01
-2.70   -12.10    -1.641720751294406E+01     4.596460767115089E-04     7.636722902283983E-01
-2.70   -12.00    -1.631867431163892E+01     4.554189549365721E-04     7.557543531528326E-01
-2.70   -11.90    -1.622015651651695E+01     4.511965750047737E-04     7.478584337236389E-01
-2.70   -11.80    -1.612165452564810E+01     4.469823532971373E-04     7.399860416227451E-01
-2.70   -11.70    -1.602316845280414E+01     4.427808154446516E-04     7.321355103663849E-01
-2.70   -11.60    -1.592469878857039E+01     4.385916360558957E-04     7.243078838839666E-01
-2.70   -11.50    -1.582624595797297E+01     4.344029856374051E-04     7.165034714759142E-01
-2.70   -11.40    -1.572781021174336E+01     4.302230033704012E-04     7.087218866542403E-01
