50/50 H2O/SiO2 EOS table for planetary interior model (WITH phase equilibrium), 51 temps, 147 densities
***UvA version, Allona Vazan***  June 2018 ***
units:    1 keV = 1.1605e+7 Kelvin; 1 jrk = 1.e+16 erg
          1 jrk/cc = 1.e+4 Mbar

 lgT(Kev)  lgro          log P(jrk/cc)              u(jrk/g)                 s(jrk/g-keV)
-5.10    -1.40    -2.013308907700295E+01     3.281915670637703E-05     7.808671611003959E-04
-5.10    -1.30    -2.013308907700295E+01     3.281915670637175E-05     7.808671609162501E-04
-5.10    -1.20    -2.013308907700295E+01     3.281915670636757E-05     7.808671607699780E-04
-5.10    -1.10    -2.013308907700295E+01     3.281915670636424E-05     7.808671606537897E-04
-5.10    -1.00    -2.013308907700295E+01     3.281915670636160E-05     7.808671605614983E-04
-5.10    -0.90    -2.013308907700295E+01     3.281915670635950E-05     7.808671604881886E-04
-5.10    -0.80    -2.013308907700295E+01     3.281915670635784E-05     7.808671604299566E-04
-5.10    -0.70    -2.013308907700295E+01     3.281915670635651E-05     7.808671603837011E-04
-5.10    -0.60    -2.013308907700295E+01     3.281915670635546E-05     7.808671603469594E-04
-5.10    -0.50    -2.013308907700295E+01     3.281915670635462E-05     7.808671603177741E-04
-5.10    -0.40    -2.013308907700295E+01     3.281915670635396E-05     7.808671602945918E-04
-5.10    -0.30    -2.013308907700295E+01     3.281915670635343E-05     7.808671602761769E-04
-5.10    -0.20    -2.013308907700295E+01     3.281915670635302E-05     7.808671602615497E-04
-5.10    -0.10    -2.013308907700295E+01     3.281915670635268E-05     7.808671602499309E-04
-5.10     0.00    -2.013308907700295E+01     3.281915670635242E-05     7.808671602407019E-04
-5.10     0.10    -1.290038870710429E+01     3.286824898612297E-05     5.861180537302347E-04
-5.10     0.20    -1.256915181662354E+01     3.364490187789742E-05     4.164849540718779E-04
-5.10     0.30    -1.235230746537692E+01     3.561729170547504E-05     3.405277121404061E-04
-5.10     0.40    -1.217454628507158E+01     3.942542779908569E-05     3.044208050516210E-04
-5.10     0.50    -4.229073680975961E+00     4.609266196531131E-05     1.747832112462160E-04
-5.10     0.60    -3.788489418999019E+00     5.744555482945950E-05     9.693081244139761E-05
-5.10     0.70    -3.444636647354244E+00     7.545424009700184E-05     6.079622065186611E-05
-5.10     0.80    -3.142126263110663E+00     1.026566808624750E-04     4.259962410505482E-05
-5.10     0.90    -2.864565228877121E+00     1.422639736097298E-04     3.232610942144824E-05
-5.10     1.00    -2.604407272880636E+00     1.982891154651193E-04     2.582343171727997E-05
-5.10     1.10    -2.357369608760895E+00     2.756974779334533E-04     2.128519226921078E-05
-5.10     1.20    -2.120701715063245E+00     3.805805676493273E-04     1.787424308485925E-05
-5.10     1.30    -1.892487984126863E+00     5.203566448413035E-04     1.517544520249928E-05
-5.10     1.40    -1.671318022157081E+00     7.040277685510045E-04     1.296730156231958E-05
-5.10     1.50    -1.456110536157230E+00     9.424559786278703E-04     1.112202459265434E-05
-5.10     1.60    -1.246011606546527E+00     1.248687122609085E-03     9.559762790204350E-06
-5.10     1.70    -1.040331954171432E+00     1.638345024202257E-03     8.226563657914186E-06
-5.10     1.80    -8.385054592481633E-01     2.130087530645277E-03     7.083393040410166E-06
-5.10     1.90    -6.400608299192325E-01     2.746141137758068E-03     6.100404715899220E-06
-5.10     2.00    -4.446015569311764E-01     3.512925301418324E-03     5.253823705958429E-06
-5.00   -12.60    -2.001771673237403E+01     3.692677024275244E-05     1.477628175827044E-01
-5.00   -12.50    -2.001771673237403E+01     3.608320162734378E-05     1.176534477321191E-01
-5.00   -12.40    -2.001771673237403E+01     3.541313125819740E-05     9.373672513004314E-02
-5.00   -12.30    -2.001771673237403E+01     3.488087544473232E-05     7.473899708514575E-02
-5.00   -12.20    -2.001771673237403E+01     3.445808962400085E-05     5.964856530347023E-02
-5.00   -12.10    -2.001771673237403E+01     3.412225890935277E-05     4.766180926510494E-02
-5.00   -12.00    -2.001771673237403E+01     3.385549909062018E-05     3.814039050107962E-02
-5.00   -11.90    -2.001771673237403E+01     3.364360423471093E-05     3.057725874218072E-02
-5.00   -11.80    -2.001771673237403E+01     3.347529016786941E-05     2.456964964314740E-02
-5.00   -11.70    -2.001771673237403E+01     3.334159355227590E-05     1.979763611259865E-02
-5.00   -11.60    -2.001771673237403E+01     3.323539455562290E-05     1.600709102879755E-02
-5.00   -11.50    -2.001771673237403E+01     3.315103769408203E-05     1.299615404373902E-02
-5.00   -11.40    -2.001771673237403E+01     3.308403065716739E-05     1.060448178353142E-02
-5.00   -11.30    -2.001771673237403E+01     3.303080507582088E-05     8.704708979041690E-03
-5.00   -11.20    -2.001771673237403E+01     3.298852649374774E-05     7.195665800874135E-03
-5.00   -11.10    -2.001771673237403E+01     3.295494342228293E-05     5.996990197037607E-03
-5.00   -11.00    -2.001771673237403E+01     3.292826744040967E-05     5.044848320635073E-03
-5.00   -10.90    -2.001771673237403E+01     3.290707795481874E-05     4.288535144745184E-03
-5.00   -10.80    -2.001771673237403E+01     3.289024654813459E-05     3.687774234841852E-03
-5.00   -10.70    -2.001771673237403E+01     3.287687688657524E-05     3.210572881786978E-03
-5.00   -10.60    -2.001771673237403E+01     3.286625698690994E-05     2.831518373406868E-03
-5.00   -10.50    -2.001771673237403E+01     3.285782130075585E-05     2.530424674901015E-03
-5.00   -10.40    -2.001771673237403E+01     3.285112059706439E-05     2.291257448880255E-03
-5.00   -10.30    -2.001771673237403E+01     3.284579803892974E-05     2.101280168431282E-03
-5.00   -10.20    -2.001771673237403E+01     3.284157018072243E-05     1.950375850614526E-03
-5.00   -10.10    -2.001771673237403E+01     3.283821187357595E-05     1.830508290230873E-03
-5.00   -10.00    -2.001771673237403E+01     3.283554427538862E-05     1.735294102590620E-03
-5.00    -9.90    -2.001771673237403E+01     3.283342532682952E-05     1.659662785001631E-03
-5.00    -9.80    -2.001771673237403E+01     3.283174218616111E-05     1.599586694011298E-03
-5.00    -9.70    -2.001771673237403E+01     3.283040522000518E-05     1.551866558705810E-03
-5.00    -9.60    -2.001771673237403E+01     3.282934323003865E-05     1.513961107867800E-03
-5.00    -9.50    -2.001771673237403E+01     3.282849966142324E-05     1.483851738017214E-03
-5.00    -9.40    -2.001771673237403E+01     3.282782959105409E-05     1.459935015415138E-03
-5.00    -9.30    -2.001771673237403E+01     3.282729733524063E-05     1.440937287370241E-03
-5.00    -9.20    -2.001771673237403E+01     3.282687454941990E-05     1.425846855588565E-03
-5.00    -9.10    -2.001771673237403E+01     3.282653871870525E-05     1.413860099550200E-03
-5.00    -9.00    -2.001771673237403E+01     3.282627195888652E-05     1.404338680786175E-03
-5.00    -8.90    -2.001771673237403E+01     3.282606006403061E-05     1.396775549027276E-03
-5.00    -8.80    -2.001771673237403E+01     3.282589174996376E-05     1.390767939928242E-03
-5.00    -8.70    -2.001771673237403E+01     3.282575805334817E-05     1.385995926397694E-03
-5.00    -8.60    -2.001771673237403E+01     3.282565185435151E-05     1.382205381313892E-03
-5.00    -8.50    -2.001771673237403E+01     3.282556749748997E-05     1.379194444328834E-03
-5.00    -8.40    -2.001771673237403E+01     3.282550049045306E-05     1.376802772068626E-03
-5.00    -8.30    -2.001771673237403E+01     3.282544726487171E-05     1.374902999264137E-03
-5.00    -8.20    -2.001771673237403E+01     3.282540498628965E-05     1.373393956085969E-03
-5.00    -8.10    -2.001771673237403E+01     3.282537140321818E-05     1.372195280482133E-03
-5.00    -8.00    -2.001771673237403E+01     3.282534472723630E-05     1.371243138605730E-03
-5.00    -7.90    -2.001771673237403E+01     3.282532353775071E-05     1.370486825429840E-03
-5.00    -7.80    -2.001771673237403E+01     3.282530670634403E-05     1.369886064519937E-03
-5.00    -7.70    -2.001771673237403E+01     3.282529333668247E-05     1.369408863166882E-03
-5.00    -7.60    -2.001771673237403E+01     3.282528271678280E-05     1.369029808658502E-03
-5.00    -7.50    -2.001771673237403E+01     3.282527428109665E-05     1.368728714959996E-03
-5.00    -7.40    -2.001771673237403E+01     3.282526758039295E-05     1.368489547733975E-03
-5.00    -7.30    -2.001771673237403E+01     3.282526225783483E-05     1.368299570453526E-03
-5.00    -7.20    -2.001771673237403E+01     3.282525802997662E-05     1.368148666135710E-03
-5.00    -7.10    -2.001771673237403E+01     3.282525467166947E-05     1.368028798575326E-03
-5.00    -7.00    -2.001771673237403E+01     3.282525200407128E-05     1.367933584387686E-03
-5.00    -6.90    -2.001771673237403E+01     3.282524988512272E-05     1.367857953070097E-03
-5.00    -6.80    -2.001771673237403E+01     3.282524820198206E-05     1.367797876979106E-03
-5.00    -6.70    -2.001771673237403E+01     3.282524686501590E-05     1.367750156843801E-03
-5.00    -6.60    -2.001771673237403E+01     3.282524580302594E-05     1.367712251392963E-03
-5.00    -6.50    -2.001771673237403E+01     3.282524495945731E-05     1.367682142023113E-03
-5.00    -6.40    -2.001771673237403E+01     3.282524428938694E-05     1.367658225300510E-03
-5.00    -6.30    -2.001771673237403E+01     3.282524375713114E-05     1.367639227572465E-03
-5.00    -6.20    -2.001771673237403E+01     3.282524333434531E-05     1.367624137140684E-03
-5.00    -6.10    -2.001771673237403E+01     3.282524299851460E-05     1.367612150384645E-03
-5.00    -6.00    -2.001771673237403E+01     3.282524273175478E-05     1.367602628965881E-03
-5.00    -5.90    -2.001771673237403E+01     3.282524251985993E-05     1.367595065834123E-03
-5.00    -5.80    -2.001771673237403E+01     3.282524235154586E-05     1.367589058225024E-03
-5.00    -5.70    -2.001771673237403E+01     3.282524221784924E-05     1.367584286211493E-03
-5.00    -5.60    -2.001771673237403E+01     3.282524211165025E-05     1.367580495666409E-03
-5.00    -5.50    -2.001771673237403E+01     3.282524202729338E-05     1.367577484729424E-03
-5.00    -5.40    -2.001771673237403E+01     3.282524196028635E-05     1.367575093057163E-03
-5.00    -5.30    -2.001771673237403E+01     3.282524190706077E-05     1.367573193284359E-03
-5.00    -5.20    -2.001771673237403E+01     3.282524186478218E-05     1.367571684241181E-03
-5.00    -5.10    -2.001771673237403E+01     3.282524183119911E-05     1.367570485565577E-03
-5.00    -5.00    -2.001771673237403E+01     3.282524180452313E-05     1.367569533423701E-03
-5.00    -4.90    -2.001771673237403E+01     3.282524178333364E-05     1.367568777110525E-03
-5.00    -4.80    -2.001771673237403E+01     3.282524176650224E-05     1.367568176349615E-03
-5.00    -4.70    -2.001771673237403E+01     3.282524175313257E-05     1.367567699148262E-03
-5.00    -4.60    -2.001771673237403E+01     3.282524174251267E-05     1.367567320093753E-03
-5.00    -4.50    -2.001771673237403E+01     3.282524173407699E-05     1.367567019000055E-03
-5.00    -4.40    -2.001771673237403E+01     3.282524172737629E-05     1.367566779832829E-03
-5.00    -4.30    -2.001771673237403E+01     3.282524172205373E-05     1.367566589855548E-03
-5.00    -4.20    -2.001771673237403E+01     3.282524171782587E-05     1.367566438951231E-03
-5.00    -4.10    -2.001771673237403E+01     3.282524171446757E-05     1.367566319083670E-03
-5.00    -4.00    -2.001771673237403E+01     3.282524171179996E-05     1.367566223869483E-03
-5.00    -3.90    -2.001771673237403E+01     3.282524170968102E-05     1.367566148238165E-03
-5.00    -3.80    -2.001771673237403E+01     3.282524170799787E-05     1.367566088162074E-03
-5.00    -3.70    -2.001771673237403E+01     3.282524170666091E-05     1.367566040441939E-03
-5.00    -3.60    -2.001771673237403E+01     3.282524170559892E-05     1.367566002536488E-03
-5.00    -3.50    -2.001771673237403E+01     3.282524170475535E-05     1.367565972427118E-03
-5.00    -3.40    -2.001771673237403E+01     3.282524170408528E-05     1.367565948510396E-03
-5.00    -3.30    -2.001771673237403E+01     3.282524170355302E-05     1.367565929512668E-03
-5.00    -3.20    -2.001771673237403E+01     3.282524170313024E-05     1.367565914422235E-03
-5.00    -3.10    -2.001771673237403E+01     3.282524170279441E-05     1.367565902435479E-03
-5.00    -3.00    -2.001771673237403E+01     3.282524170252765E-05     1.367565892914061E-03
-5.00    -2.90    -2.001771673237403E+01     3.282524170231575E-05     1.367565885350929E-03
-5.00    -2.80    -2.001771673237403E+01     3.282524170214744E-05     1.367565879343320E-03
-5.00    -2.70    -2.001771673237403E+01     3.282524170201375E-05     1.367565874571306E-03
-5.00    -2.60    -2.001771673237403E+01     3.282524170190754E-05     1.367565870780761E-03
-5.00    -2.50    -2.001771673237403E+01     3.282524170182319E-05     1.367565867769824E-03
-5.00    -2.40    -2.001771673237403E+01     3.282524170175618E-05     1.367565865378152E-03
-5.00    -2.30    -2.001771673237403E+01     3.282524170170296E-05     1.367565863478379E-03
-5.00    -2.20    -2.001771673237403E+01     3.282524170166068E-05     1.367565861969336E-03
-5.00    -2.10    -2.001771673237403E+01     3.282524170162709E-05     1.367565860770661E-03
-5.00    -2.00    -2.001771673237403E+01     3.282524170160041E-05     1.367565859818519E-03
-5.00    -1.90    -2.001771673237403E+01     3.282524170157923E-05     1.367565859062206E-03
-5.00    -1.80    -2.001771673237403E+01     3.282524170156240E-05     1.367565858461445E-03
-5.00    -1.70    -2.001771673237403E+01     3.282524170154903E-05     1.367565857984243E-03
-5.00    -1.60    -2.001771673237403E+01     3.282524170153841E-05     1.367565857605189E-03
-5.00    -1.50    -2.001771673237403E+01     3.282524170152997E-05     1.367565857304095E-03
-5.00    -1.40    -2.001771673237403E+01     3.282524170152327E-05     1.367565857064928E-03
-5.00    -1.30    -2.001771673237403E+01     3.282524170151795E-05     1.367565856874951E-03
-5.00    -1.20    -2.001771673237403E+01     3.282524170151372E-05     1.367565856724046E-03
-5.00    -1.10    -2.001771673237403E+01     3.282524170151036E-05     1.367565856604178E-03
-5.00    -1.00    -2.001771673237403E+01     3.282524170150770E-05     1.367565856508965E-03
-5.00    -0.90    -2.001771673237403E+01     3.282524170150558E-05     1.367565856433333E-03
-5.00    -0.80    -2.001771673237403E+01     3.282524170150389E-05     1.367565856373257E-03
-5.00    -0.70    -2.001771673237403E+01     3.282524170150255E-05     1.367565856325537E-03
-5.00    -0.60    -2.001771673237403E+01     3.282524170150150E-05     1.367565856287631E-03
-5.00    -0.50    -2.001771673237403E+01     3.282524170150065E-05     1.367565856257522E-03
-5.00    -0.40    -2.001771673237403E+01     3.282524170149998E-05     1.367565856233605E-03
-5.00    -0.30    -2.001771673237403E+01     3.282524170149944E-05     1.367565856214608E-03
-5.00    -0.20    -2.001771673237403E+01     3.282524170149902E-05     1.367565856199517E-03
-5.00    -0.10    -2.001771673237403E+01     3.282524170149868E-05     1.367565856187530E-03
-5.00     0.00    -2.001771673237403E+01     3.282524170149842E-05     1.367565856178009E-03
-5.00     0.10    -1.284152415174984E+01     3.287244114464067E-05     1.038419654799006E-03
-5.00     0.20    -1.251066419837478E+01     3.364782910859085E-05     7.279269159910155E-04
-5.00     0.30    -1.229386271264328E+01     3.561959377289836E-05     5.827501495345724E-04
-5.00     0.40    -1.211610991707628E+01     3.942742714992264E-05     5.139654651903447E-04
-5.00     0.50    -4.228967338056542E+00     4.609379750488406E-05     3.013149509758613E-04
-5.00     0.60    -3.788473617214260E+00     5.744614029471179E-05     1.626770729610339E-04
-5.00     0.70    -3.444633150998465E+00     7.545452190707473E-05     9.592538415768156E-05
-5.00     0.80    -3.142125314718223E+00     1.026568525632263E-04     6.303150691328941E-05
-5.00     0.90    -2.864564987114828E+00     1.422640486019579E-04     4.542279874605043E-05
-5.00     1.00    -2.604407178286900E+00     1.982892054770798E-04     3.496854457249726E-05
-5.00     1.10    -2.357369557236546E+00     2.756975288896858E-04     2.811250712048775E-05
-5.00     1.20    -2.120701693284058E+00     3.805806443641956E-04     2.322338443547505E-05
-5.00     1.30    -1.892487936171131E+00     5.203566733344519E-04     1.950738753605690E-05
-5.00     1.40    -1.671318022936623E+00     7.040277795436577E-04     1.655318399528144E-05
-5.00     1.50    -1.456110536520520E+00     9.424559859911372E-04     1.413290104933587E-05
-5.00     1.60    -1.246011590879533E+00     1.248687170282018E-03     1.211107638876255E-05
-5.00     1.70    -1.040331925322495E+00     1.638345023599743E-03     1.040110602062556E-05
-5.00     1.80    -8.385054294752889E-01     2.130087533731735E-03     8.943648118583425E-06
-5.00     1.90    -6.400608326855468E-01     2.746141137561054E-03     7.695462972268802E-06
-5.00     2.00    -4.446015569203104E-01     3.512925301531099E-03     6.623390587527467E-06
-4.90   -12.60    -1.990042061003621E+01     3.699157936102719E-05     1.535096037092071E-01
-4.90   -12.50    -1.990042061003621E+01     3.613702052525769E-05     1.224037539892863E-01
-4.90   -12.40    -1.990042061003621E+01     3.545822031377287E-05     9.769549929166275E-02
-4.90   -12.30    -1.990042061003621E+01     3.491903014005366E-05     7.806903495458148E-02
-4.90   -12.20    -1.990042061003621E+01     3.449073616118260E-05     6.247918018382841E-02
-4.90   -12.10    -1.990042061003621E+01     3.415053016100291E-05     5.009571836416844E-02
-4.90   -12.00    -1.990042061003621E+01     3.388029492943757E-05     4.025918499718238E-02
-4.90   -11.90    -1.990042061003621E+01     3.366563945498797E-05     3.244574881197786E-02
-4.90   -11.80    -1.990042061003621E+01     3.349513255089451E-05     2.623931583985352E-02
-4.90   -11.70    -1.990042061003621E+01     3.335969410275765E-05     2.130937089317132E-02
-4.90   -11.60    -1.990042061003621E+01     3.325211151933532E-05     1.739337642638545E-02
-4.90   -11.50    -1.990042061003621E+01     3.316665563575837E-05     1.428279145439337E-02
-4.90   -11.40    -1.990042061003621E+01     3.309877561460988E-05     1.181196598463101E-02
-4.90   -11.30    -1.990042061003621E+01     3.304485659723796E-05     9.849319550922886E-03
-4.90   -11.20    -1.990042061003621E+01     3.300202719935085E-05     8.290334073847581E-03
-4.90   -11.10    -1.990042061003621E+01     3.296800659933289E-05     7.051987891881583E-03
-4.90   -11.00    -1.990042061003621E+01     3.294098307617635E-05     6.068334555182978E-03
-4.90   -10.90    -1.990042061003621E+01     3.291951752873139E-05     5.286990936662525E-03
-4.90   -10.80    -1.990042061003621E+01     3.290246683832205E-05     4.666347639450090E-03
-4.90   -10.70    -1.990042061003621E+01     3.288892299350836E-05     4.173353144781872E-03
-4.90   -10.60    -1.990042061003621E+01     3.287816473516613E-05     3.781753698103284E-03
-4.90   -10.50    -1.990042061003621E+01     3.286961914680843E-05     3.470695200904076E-03
-4.90   -10.40    -1.990042061003621E+01     3.286283114469358E-05     3.223612653927839E-03
-4.90   -10.30    -1.990042061003621E+01     3.285743924295639E-05     3.027348010557027E-03
-4.90   -10.20    -1.990042061003621E+01     3.285315630316768E-05     2.871449462849497E-03
-4.90   -10.10    -1.990042061003621E+01     3.284975424316589E-05     2.747614844652897E-03
-4.90   -10.00    -1.990042061003621E+01     3.284705189085023E-05     2.649249510983036E-03
-4.90    -9.90    -1.990042061003621E+01     3.284490533610573E-05     2.571115149130992E-03
-4.90    -9.80    -1.990042061003621E+01     3.284320026706480E-05     2.509050819409748E-03
-4.90    -9.70    -1.990042061003621E+01     3.284184588258343E-05     2.459751369942926E-03
-4.90    -9.60    -1.990042061003621E+01     3.284077005674921E-05     2.420591425275067E-03
-4.90    -9.50    -1.990042061003621E+01     3.283991549791344E-05     2.389485575555146E-03
-4.90    -9.40    -1.990042061003621E+01     3.283923669770195E-05     2.364777320857523E-03
-4.90    -9.30    -1.990042061003621E+01     3.283869750752823E-05     2.345150856520441E-03
-4.90    -9.20    -1.990042061003621E+01     3.283826921354936E-05     2.329561001749688E-03
-4.90    -9.10    -1.990042061003621E+01     3.283792900754918E-05     2.317177539930029E-03
-4.90    -9.00    -1.990042061003621E+01     3.283765877231762E-05     2.307341006563043E-03
-4.90    -8.90    -1.990042061003621E+01     3.283744411684317E-05     2.299527570377838E-03
-4.90    -8.80    -1.990042061003621E+01     3.283727360993907E-05     2.293321137405714E-03
-4.90    -8.70    -1.990042061003621E+01     3.283713817149094E-05     2.288391192459031E-03
-4.90    -8.60    -1.990042061003621E+01     3.283703058890752E-05     2.284475197992246E-03
-4.90    -8.50    -1.990042061003621E+01     3.283694513302394E-05     2.281364613020253E-03
-4.90    -8.40    -1.990042061003621E+01     3.283687725300279E-05     2.278893787550491E-03
-4.90    -8.30    -1.990042061003621E+01     3.283682333398542E-05     2.276931141116783E-03
-4.90    -8.20    -1.990042061003621E+01     3.283678050458753E-05     2.275372155639708E-03
-4.90    -8.10    -1.990042061003621E+01     3.283674648398751E-05     2.274133809457742E-03
-4.90    -8.00    -1.990042061003621E+01     3.283671946046436E-05     2.273150156121043E-03
-4.90    -7.90    -1.990042061003621E+01     3.283669799491691E-05     2.272368812502523E-03
-4.90    -7.80    -1.990042061003621E+01     3.283668094422650E-05     2.271748169205310E-03
-4.90    -7.70    -1.990042061003621E+01     3.283666740038169E-05     2.271255174710642E-03
-4.90    -7.60    -1.990042061003621E+01     3.283665664212335E-05     2.270863575263963E-03
-4.90    -7.50    -1.990042061003621E+01     3.283664809653499E-05     2.270552516766764E-03
-4.90    -7.40    -1.990042061003621E+01     3.283664130853287E-05     2.270305434219788E-03
-4.90    -7.30    -1.990042061003621E+01     3.283663591663114E-05     2.270109169576417E-03
-4.90    -7.20    -1.990042061003621E+01     3.283663163369134E-05     2.269953271028709E-03
-4.90    -7.10    -1.990042061003621E+01     3.283662823163134E-05     2.269829436410513E-03
-4.90    -7.00    -1.990042061003621E+01     3.283662552927903E-05     2.269731071076843E-03
-4.90    -6.90    -1.990042061003621E+01     3.283662338272428E-05     2.269652936714991E-03
-4.90    -6.80    -1.990042061003621E+01     3.283662167765525E-05     2.269590872385270E-03
-4.90    -6.70    -1.990042061003621E+01     3.283662032327077E-05     2.269541572935803E-03
-4.90    -6.60    -1.990042061003621E+01     3.283661924744493E-05     2.269502412991135E-03
-4.90    -6.50    -1.990042061003621E+01     3.283661839288609E-05     2.269471307141416E-03
-4.90    -6.40    -1.990042061003621E+01     3.283661771408588E-05     2.269446598886718E-03
-4.90    -6.30    -1.990042061003621E+01     3.283661717489571E-05     2.269426972422380E-03
-4.90    -6.20    -1.990042061003621E+01     3.283661674660173E-05     2.269411382567610E-03
-4.90    -6.10    -1.990042061003621E+01     3.283661640639573E-05     2.269398999105790E-03
-4.90    -6.00    -1.990042061003621E+01     3.283661613616049E-05     2.269389162572423E-03
-4.90    -5.90    -1.990042061003621E+01     3.283661592150502E-05     2.269381349136238E-03
-4.90    -5.80    -1.990042061003621E+01     3.283661575099812E-05     2.269375142703266E-03
-4.90    -5.70    -1.990042061003621E+01     3.283661561555967E-05     2.269370212758319E-03
-4.90    -5.60    -1.990042061003621E+01     3.283661550797709E-05     2.269366296763853E-03
-4.90    -5.50    -1.990042061003621E+01     3.283661542252120E-05     2.269363186178880E-03
-4.90    -5.40    -1.990042061003621E+01     3.283661535464119E-05     2.269360715353410E-03
-4.90    -5.30    -1.990042061003621E+01     3.283661530072217E-05     2.269358752706977E-03
-4.90    -5.20    -1.990042061003621E+01     3.283661525789276E-05     2.269357193721500E-03
-4.90    -5.10    -1.990042061003621E+01     3.283661522387217E-05     2.269355955375318E-03
-4.90    -5.00    -1.990042061003621E+01     3.283661519684865E-05     2.269354971721981E-03
-4.90    -4.90    -1.990042061003621E+01     3.283661517538310E-05     2.269354190378363E-03
-4.90    -4.80    -1.990042061003621E+01     3.283661515833241E-05     2.269353569735066E-03
-4.90    -4.70    -1.990042061003621E+01     3.283661514478856E-05     2.269353076740571E-03
-4.90    -4.60    -1.990042061003621E+01     3.283661513403030E-05     2.269352685141124E-03
-4.90    -4.50    -1.990042061003621E+01     3.283661512548472E-05     2.269352374082627E-03
-4.90    -4.40    -1.990042061003621E+01     3.283661511869672E-05     2.269352127000080E-03
-4.90    -4.30    -1.990042061003621E+01     3.283661511330481E-05     2.269351930735436E-03
-4.90    -4.20    -1.990042061003621E+01     3.283661510902187E-05     2.269351774836889E-03
-4.90    -4.10    -1.990042061003621E+01     3.283661510561981E-05     2.269351651002271E-03
-4.90    -4.00    -1.990042061003621E+01     3.283661510291746E-05     2.269351552636937E-03
-4.90    -3.90    -1.990042061003621E+01     3.283661510077090E-05     2.269351474502575E-03
-4.90    -3.80    -1.990042061003621E+01     3.283661509906583E-05     2.269351412438246E-03
-4.90    -3.70    -1.990042061003621E+01     3.283661509771146E-05     2.269351363138796E-03
-4.90    -3.60    -1.990042061003621E+01     3.283661509663562E-05     2.269351323978851E-03
-4.90    -3.50    -1.990042061003621E+01     3.283661509578107E-05     2.269351292873002E-03
-4.90    -3.40    -1.990042061003621E+01     3.283661509510226E-05     2.269351268164747E-03
-4.90    -3.30    -1.990042061003621E+01     3.283661509456307E-05     2.269351248538283E-03
-4.90    -3.20    -1.990042061003621E+01     3.283661509413478E-05     2.269351232948428E-03
-4.90    -3.10    -1.990042061003621E+01     3.283661509379458E-05     2.269351220564966E-03
-4.90    -3.00    -1.990042061003621E+01     3.283661509352434E-05     2.269351210728432E-03
-4.90    -2.90    -1.990042061003621E+01     3.283661509330968E-05     2.269351202914997E-03
-4.90    -2.80    -1.990042061003621E+01     3.283661509313918E-05     2.269351196708564E-03
-4.90    -2.70    -1.990042061003621E+01     3.283661509300373E-05     2.269351191778618E-03
-4.90    -2.60    -1.990042061003621E+01     3.283661509289615E-05     2.269351187862624E-03
-4.90    -2.50    -1.990042061003621E+01     3.283661509281070E-05     2.269351184752039E-03
-4.90    -2.40    -1.990042061003621E+01     3.283661509274282E-05     2.269351182281214E-03
-4.90    -2.30    -1.990042061003621E+01     3.283661509268890E-05     2.269351180318567E-03
-4.90    -2.20    -1.990042061003621E+01     3.283661509264608E-05     2.269351178759582E-03
-4.90    -2.10    -1.990042061003621E+01     3.283661509261205E-05     2.269351177521235E-03
-4.90    -2.00    -1.990042061003621E+01     3.283661509258503E-05     2.269351176537582E-03
-4.90    -1.90    -1.990042061003621E+01     3.283661509256356E-05     2.269351175756239E-03
-4.90    -1.80    -1.990042061003621E+01     3.283661509254651E-05     2.269351175135595E-03
-4.90    -1.70    -1.990042061003621E+01     3.283661509253297E-05     2.269351174642601E-03
-4.90    -1.60    -1.990042061003621E+01     3.283661509252221E-05     2.269351174251002E-03
-4.90    -1.50    -1.990042061003621E+01     3.283661509251366E-05     2.269351173939943E-03
-4.90    -1.40    -1.990042061003621E+01     3.283661509250688E-05     2.269351173692860E-03
-4.90    -1.30    -1.990042061003621E+01     3.283661509250148E-05     2.269351173496595E-03
-4.90    -1.20    -1.990042061003621E+01     3.283661509249719E-05     2.269351173340697E-03
-4.90    -1.10    -1.990042061003621E+01     3.283661509249380E-05     2.269351173216862E-03
-4.90    -1.00    -1.990042061003621E+01     3.283661509249110E-05     2.269351173118498E-03
-4.90    -0.90    -1.990042061003621E+01     3.283661509248895E-05     2.269351173040363E-03
-4.90    -0.80    -1.990042061003621E+01     3.283661509248724E-05     2.269351172978299E-03
-4.90    -0.70    -1.990042061003621E+01     3.283661509248589E-05     2.269351172928999E-03
-4.90    -0.60    -1.990042061003621E+01     3.283661509248481E-05     2.269351172889839E-03
-4.90    -0.50    -1.990042061003621E+01     3.283661509248396E-05     2.269351172858734E-03
-4.90    -0.40    -1.990042061003621E+01     3.283661509248328E-05     2.269351172834025E-03
-4.90    -0.30    -1.990042061003621E+01     3.283661509248274E-05     2.269351172814398E-03
-4.90    -0.20    -1.990042061003621E+01     3.283661509248231E-05     2.269351172798808E-03
-4.90    -0.10    -1.990042061003621E+01     3.283661509248198E-05     2.269351172786425E-03
-4.90     0.00    -1.990042061003621E+01     3.283661509248170E-05     2.269351172776588E-03
-4.90     0.10    -1.278110459918065E+01     3.288077211678395E-05     1.761975544772647E-03
-4.90     0.20    -1.245102838954679E+01     3.365372788074333E-05     1.236499397310693E-03
-4.90     0.30    -1.223432409991852E+01     3.562410208768260E-05     9.689364211685648E-04
-4.90     0.40    -1.205659177914838E+01     3.943122974884428E-05     8.378398283829673E-04
-4.90     0.50    -4.228750629607294E+00     4.609615480413950E-05     5.090738396940016E-04
-4.90     0.60    -3.788438058546587E+00     5.744743954084162E-05     2.783638343634998E-04
