logT	 logRho		logP		u	s
 -4.90     0.00    -2.005477651626857E+01     9.555010808013570E-06     8.939064664439340E-04
 -4.90     0.10    -2.005477651626857E+01     9.555010808013372E-06     8.939064664402267E-04
 -4.90     0.20    -2.005477651626857E+01     9.555010808013214E-06     8.939064664372819E-04
 -4.90     0.30    -2.005477651626857E+01     9.555010808013090E-06     8.939064664349427E-04
 -4.90     0.40    -2.005477651626857E+01     9.555010808012990E-06     8.939064664330846E-04
 -4.90     0.50    -2.005477651626857E+01     9.555010808012912E-06     8.939064664316087E-04
 -4.90     0.60    -2.005477651626857E+01     9.555010808012850E-06     8.939064664304364E-04
 -4.90     0.70    -2.005477651626857E+01     9.555010808012799E-06     8.939064664295051E-04
 -4.90     0.80    -2.005477651626857E+01     9.555010808012760E-06     8.939064664287655E-04
 -4.90     0.90    -2.005477651626857E+01     9.555010808012729E-06     8.939064664281778E-04
 -4.90     1.00    -4.238624256850188E+00     1.002978490723297E-05     4.963407003214436E-04
 -4.90     1.10    -3.647711453040141E+00     1.261721379537532E-05     2.435177425593926E-04
 -4.90     1.20    -3.219194462107847E+00     1.887042062143464E-05     1.226725952306361E-04
 -4.90     1.30    -2.856949670170944E+00     3.101559669550755E-05     6.639526744556654E-05
 -4.90     1.40    -2.532823459347235E+00     5.212471466179072E-05     3.940745046532458E-05
 -4.90     1.50    -2.234308505167605E+00     8.632771435610395E-05     2.569861858770995E-05
 -4.90     1.60    -1.954577924001421E+00     1.390623973111566E-04     1.822623302957873E-05
 -4.90     1.70    -1.689402605494226E+00     2.173694963698219E-04     1.381727713621186E-05
 -4.90     1.80    -1.435930529867885E+00     3.302401451142366E-04     1.098985059782297E-05
 -4.90     1.90    -1.192118164050052E+00     4.890254319279579E-04     9.026623987076984E-06
 -4.90     2.00    -9.564352125554968E-01     7.079200869381484E-04     7.567525963318395E-06
 -4.80   -12.60    -1.992532319386810E+01     1.341123255095656E-05     7.439856080218286E-02
 -4.80   -12.50    -1.992532319386810E+01     1.261977109207936E-05     5.939357749438608E-02
 -4.80   -12.40    -1.992532319386810E+01     1.199109090859712E-05     4.747469559143651E-02
 -4.80   -12.30    -1.992532319386810E+01     1.149171248824554E-05     3.800719116957941E-02
 -4.80   -12.20    -1.992532319386810E+01     1.109504210914826E-05     3.048688509492120E-02
 -4.80   -12.10    -1.992532319386810E+01     1.077995562715251E-05     2.451329364605176E-02
 -4.80   -12.00    -1.992532319386810E+01     1.052967353812334E-05     1.976830129550723E-02
 -4.80   -11.90    -1.992532319386810E+01     1.033086740816170E-05     1.599921989791897E-02
 -4.80   -11.80    -1.992532319386810E+01     1.017295008589690E-05     1.300533212484056E-02
 -4.80   -11.70    -1.992532319386810E+01     1.004751189806991E-05     1.062720253508854E-02
 -4.80   -11.60    -1.992532319386810E+01     9.947872803766293E-06     8.738187056115274E-03
 -4.80   -11.50    -1.992532319386810E+01     9.868726657878571E-06     7.237688725335594E-03
 -4.80   -11.40    -1.992532319386810E+01     9.805858639530348E-06     6.045800535040639E-03
 -4.80   -11.30    -1.992532319386810E+01     9.755920797495190E-06     5.099050092854928E-03
 -4.80   -11.20    -1.992532319386810E+01     9.716253759585461E-06     4.347019485389106E-03
 -4.80   -11.10    -1.992532319386810E+01     9.684745111385887E-06     3.749660340502163E-03
 -4.80   -11.00    -1.992532319386810E+01     9.659716902482970E-06     3.275161105447711E-03
 -4.80   -10.90    -1.992532319386810E+01     9.639836289486805E-06     2.898252965688885E-03
 -4.80   -10.80    -1.992532319386810E+01     9.624044557260327E-06     2.598864188381044E-03
 -4.80   -10.70    -1.992532319386810E+01     9.611500738477628E-06     2.361051229405842E-03
 -4.80   -10.60    -1.992532319386810E+01     9.601536829047266E-06     2.172149681508515E-03
 -4.80   -10.50    -1.992532319386810E+01     9.593622214458492E-06     2.022099848430547E-03
 -4.80   -10.40    -1.992532319386810E+01     9.587335412623670E-06     1.902911029401052E-03
 -4.80   -10.30    -1.992532319386810E+01     9.582341628420156E-06     1.808235985182480E-03
 -4.80   -10.20    -1.992532319386810E+01     9.578374924629182E-06     1.733032924435898E-03
 -4.80   -10.10    -1.992532319386810E+01     9.575224059809225E-06     1.673297009947204E-03
 -4.80   -10.00    -1.992532319386810E+01     9.572721238918933E-06     1.625847086441759E-03
 -4.80    -9.90    -1.992532319386810E+01     9.570733177619316E-06     1.588156272465876E-03
 -4.80    -9.80    -1.992532319386810E+01     9.569154004396669E-06     1.558217394735092E-03
 -4.80    -9.70    -1.992532319386810E+01     9.567899622518399E-06     1.534436098837572E-03
 -4.80    -9.60    -1.992532319386810E+01     9.566903231575362E-06     1.515545944047839E-03
 -4.80    -9.50    -1.992532319386810E+01     9.566111770116486E-06     1.500540960740042E-03
 -4.80    -9.40    -1.992532319386810E+01     9.565483089933004E-06     1.488622078837093E-03
 -4.80    -9.30    -1.992532319386810E+01     9.564983711512652E-06     1.479154574415236E-03
 -4.80    -9.20    -1.992532319386810E+01     9.564587041133554E-06     1.471634268340577E-03
 -4.80    -9.10    -1.992532319386810E+01     9.564271954651558E-06     1.465660676891708E-03
 -4.80    -9.00    -1.992532319386810E+01     9.564021672562530E-06     1.460915684541163E-03
 -4.80    -8.90    -1.992532319386810E+01     9.563822866432568E-06     1.457146603143575E-03
 -4.80    -8.80    -1.992532319386810E+01     9.563664949110303E-06     1.454152715370497E-03
 -4.80    -8.70    -1.992532319386810E+01     9.563539510922475E-06     1.451774585780745E-03
 -4.80    -8.60    -1.992532319386810E+01     9.563439871828172E-06     1.449885570301772E-03
 -4.80    -8.50    -1.992532319386810E+01     9.563360725682285E-06     1.448385071970992E-03
 -4.80    -8.40    -1.992532319386810E+01     9.563297857663936E-06     1.447193183780697E-03
 -4.80    -8.30    -1.992532319386810E+01     9.563247919821901E-06     1.446246433338511E-03
 -4.80    -8.20    -1.992532319386810E+01     9.563208252783992E-06     1.445494402731045E-03
 -4.80    -8.10    -1.992532319386810E+01     9.563176744135793E-06     1.444897043586158E-03
 -4.80    -8.00    -1.992532319386810E+01     9.563151715926888E-06     1.444422544351104E-03
 -4.80    -7.90    -1.992532319386810E+01     9.563131835313892E-06     1.444045636211345E-03
 -4.80    -7.80    -1.992532319386810E+01     9.563116043581667E-06     1.443746247434037E-03
 -4.80    -7.70    -1.992532319386810E+01     9.563103499762883E-06     1.443508434475062E-03
 -4.80    -7.60    -1.992532319386810E+01     9.563093535853453E-06     1.443319532927165E-03
 -4.80    -7.50    -1.992532319386810E+01     9.563085621238865E-06     1.443169483094087E-03
 -4.80    -7.40    -1.992532319386810E+01     9.563079334437030E-06     1.443050294275057E-03
 -4.80    -7.30    -1.992532319386810E+01     9.563074340652827E-06     1.442955619230839E-03
 -4.80    -7.20    -1.992532319386810E+01     9.563070373949035E-06     1.442880416170092E-03
 -4.80    -7.10    -1.992532319386810E+01     9.563067223084216E-06     1.442820680255603E-03
 -4.80    -7.00    -1.992532319386810E+01     9.563064720263325E-06     1.442773230332098E-03
 -4.80    -6.90    -1.992532319386810E+01     9.563062732202025E-06     1.442735539518122E-03
 -4.80    -6.80    -1.992532319386810E+01     9.563061153028802E-06     1.442705600640391E-03
 -4.80    -6.70    -1.992532319386810E+01     9.563059898646925E-06     1.442681819344494E-03
 -4.80    -6.60    -1.992532319386810E+01     9.563058902255982E-06     1.442662929189704E-03
 -4.80    -6.50    -1.992532319386810E+01     9.563058110794522E-06     1.442647924206396E-03
 -4.80    -6.40    -1.992532319386810E+01     9.563057482114339E-06     1.442636005324493E-03
 -4.80    -6.30    -1.992532319386810E+01     9.563056982735919E-06     1.442626537820071E-03
 -4.80    -6.20    -1.992532319386810E+01     9.563056586065540E-06     1.442619017513997E-03
 -4.80    -6.10    -1.992532319386810E+01     9.563056270979058E-06     1.442613043922548E-03
 -4.80    -6.00    -1.992532319386810E+01     9.563056020696968E-06     1.442608298930197E-03
 -4.80    -5.90    -1.992532319386810E+01     9.563055821890838E-06     1.442604529848800E-03
 -4.80    -5.80    -1.992532319386810E+01     9.563055663973517E-06     1.442601535961027E-03
 -4.80    -5.70    -1.992532319386810E+01     9.563055538535328E-06     1.442599157831437E-03
 -4.80    -5.60    -1.992532319386810E+01     9.563055438896234E-06     1.442597268815958E-03
 -4.80    -5.50    -1.992532319386810E+01     9.563055359750089E-06     1.442595768317627E-03
 -4.80    -5.40    -1.992532319386810E+01     9.563055296882070E-06     1.442594576429437E-03
 -4.80    -5.30    -1.992532319386810E+01     9.563055246944228E-06     1.442593629678995E-03
 -4.80    -5.20    -1.992532319386810E+01     9.563055207277190E-06     1.442592877648387E-03
 -4.80    -5.10    -1.992532319386810E+01     9.563055175768542E-06     1.442592280289242E-03
 -4.80    -5.00    -1.992532319386810E+01     9.563055150740333E-06     1.442591805790007E-03
 -4.80    -4.90    -1.992532319386810E+01     9.563055130859719E-06     1.442591428881868E-03
 -4.80    -4.80    -1.992532319386810E+01     9.563055115067988E-06     1.442591129493090E-03
 -4.80    -4.70    -1.992532319386810E+01     9.563055102524168E-06     1.442590891680131E-03
 -4.80    -4.60    -1.992532319386810E+01     9.563055092560259E-06     1.442590702778583E-03
 -4.80    -4.50    -1.992532319386810E+01     9.563055084645644E-06     1.442590552728750E-03
 -4.80    -4.40    -1.992532319386810E+01     9.563055078358844E-06     1.442590433539931E-03
 -4.80    -4.30    -1.992532319386810E+01     9.563055073365059E-06     1.442590338864887E-03
 -4.80    -4.20    -1.992532319386810E+01     9.563055069398355E-06     1.442590263661826E-03
 -4.80    -4.10    -1.992532319386810E+01     9.563055066247491E-06     1.442590203925912E-03
 -4.80    -4.00    -1.992532319386810E+01     9.563055063744669E-06     1.442590156475988E-03
 -4.80    -3.90    -1.992532319386810E+01     9.563055061756608E-06     1.442590118785175E-03
 -4.80    -3.80    -1.992532319386810E+01     9.563055060177436E-06     1.442590088846297E-03
 -4.80    -3.70    -1.992532319386810E+01     9.563055058923053E-06     1.442590065065001E-03
 -4.80    -3.60    -1.992532319386810E+01     9.563055057926662E-06     1.442590046174846E-03
 -4.80    -3.50    -1.992532319386810E+01     9.563055057135200E-06     1.442590031169863E-03
 -4.80    -3.40    -1.992532319386810E+01     9.563055056506520E-06     1.442590019250981E-03
 -4.80    -3.30    -1.992532319386810E+01     9.563055056007142E-06     1.442590009783476E-03
 -4.80    -3.20    -1.992532319386810E+01     9.563055055610471E-06     1.442590002263170E-03
 -4.80    -3.10    -1.992532319386810E+01     9.563055055295385E-06     1.442589996289579E-03
 -4.80    -3.00    -1.992532319386810E+01     9.563055055045104E-06     1.442589991544586E-03
 -4.80    -2.90    -1.992532319386810E+01     9.563055054846297E-06     1.442589987775505E-03
 -4.80    -2.80    -1.992532319386810E+01     9.563055054688379E-06     1.442589984781617E-03
 -4.80    -2.70    -1.992532319386810E+01     9.563055054562942E-06     1.442589982403488E-03
 -4.80    -2.60    -1.992532319386810E+01     9.563055054463302E-06     1.442589980514472E-03
 -4.80    -2.50    -1.992532319386810E+01     9.563055054384155E-06     1.442589979013974E-03
 -4.80    -2.40    -1.992532319386810E+01     9.563055054321289E-06     1.442589977822086E-03
 -4.80    -2.30    -1.992532319386810E+01     9.563055054271351E-06     1.442589976875335E-03
 -4.80    -2.20    -1.992532319386810E+01     9.563055054231683E-06     1.442589976123305E-03
 -4.80    -2.10    -1.992532319386810E+01     9.563055054200175E-06     1.442589975525946E-03
 -4.80    -2.00    -1.992532319386810E+01     9.563055054175147E-06     1.442589975051446E-03
 -4.80    -1.90    -1.992532319386810E+01     9.563055054155265E-06     1.442589974674538E-03
 -4.80    -1.80    -1.992532319386810E+01     9.563055054139475E-06     1.442589974375149E-03
 -4.80    -1.70    -1.992532319386810E+01     9.563055054126930E-06     1.442589974137337E-03
 -4.80    -1.60    -1.992532319386810E+01     9.563055054116966E-06     1.442589973948435E-03
 -4.80    -1.50    -1.992532319386810E+01     9.563055054109051E-06     1.442589973798385E-03
 -4.80    -1.40    -1.992532319386810E+01     9.563055054102764E-06     1.442589973679196E-03
 -4.80    -1.30    -1.992532319386810E+01     9.563055054097770E-06     1.442589973584521E-03
 -4.80    -1.20    -1.992532319386810E+01     9.563055054093804E-06     1.442589973509318E-03
 -4.80    -1.10    -1.992532319386810E+01     9.563055054090653E-06     1.442589973449582E-03
 -4.80    -1.00    -1.992532319386810E+01     9.563055054088151E-06     1.442589973402132E-03
 -4.80    -0.90    -1.992532319386810E+01     9.563055054086163E-06     1.442589973364442E-03
 -4.80    -0.80    -1.992532319386810E+01     9.563055054084584E-06     1.442589973334503E-03
 -4.80    -0.70    -1.992532319386810E+01     9.563055054083328E-06     1.442589973310721E-03
 -4.80    -0.60    -1.992532319386810E+01     9.563055054082332E-06     1.442589973291831E-03
 -4.80    -0.50    -1.992532319386810E+01     9.563055054081541E-06     1.442589973276826E-03
 -4.80    -0.40    -1.992532319386810E+01     9.563055054080913E-06     1.442589973264907E-03
 -4.80    -0.30    -1.992532319386810E+01     9.563055054080413E-06     1.442589973255440E-03
 -4.80    -0.20    -1.992532319386810E+01     9.563055054080016E-06     1.442589973247920E-03
 -4.80    -0.10    -1.992532319386810E+01     9.563055054079701E-06     1.442589973241946E-03
 -4.80     0.00    -1.992532319386810E+01     9.563055054079451E-06     1.442589973237201E-03
 -4.80     0.10    -1.992532319386810E+01     9.563055054079252E-06     1.442589973233432E-03
 -4.80     0.20    -1.992532319386810E+01     9.563055054079095E-06     1.442589973230438E-03
 -4.80     0.30    -1.992532319386810E+01     9.563055054078969E-06     1.442589973228060E-03
 -4.80     0.40    -1.992532319386810E+01     9.563055054078870E-06     1.442589973226171E-03
 -4.80     0.50    -1.992532319386810E+01     9.563055054078790E-06     1.442589973224670E-03
 -4.80     0.60    -1.992532319386810E+01     9.563055054078727E-06     1.442589973223478E-03
 -4.80     0.70    -1.992532319386810E+01     9.563055054078678E-06     1.442589973222532E-03
 -4.80     0.80    -1.992532319386810E+01     9.563055054078637E-06     1.442589973221780E-03
 -4.80     0.90    -1.992532319386810E+01     9.563055054078607E-06     1.442589973221182E-03
 -4.80     1.00    -4.238148661233121E+00     1.003493581622774E-05     8.569288039117250E-04
 -4.80     1.10    -3.647630963983080E+00     1.262008256002673E-05     4.442070340066656E-04
 -4.80     1.20    -3.219176196936813E+00     1.887189367566022E-05     2.258437182188442E-04
 -4.80     1.30    -2.856944955979519E+00     3.101634977111573E-05     1.184894561085527E-04
 -4.80     1.40    -2.532822133587855E+00     5.212511943651520E-05     6.661684700235570E-05
 -4.80     1.50    -2.234308115226026E+00     8.632793598374467E-05     4.079150465654523E-05
 -4.80     1.60    -1.954577785681108E+00     1.390625119849775E-04     2.721685716402278E-05
 -4.80     1.70    -1.689402560366003E+00     2.173695551371699E-04     1.959334159343113E-05
 -4.80     1.80    -1.435930510351049E+00     3.302401648604809E-04     1.498241383092968E-05
 -4.80     1.90    -1.192118158661502E+00     4.890254436581541E-04     1.196890584267997E-05
 -4.80     2.00    -9.564352103298562E-01     7.079200931812012E-04     9.848957346253334E-06
 -4.70   -12.60    -1.979297883822285E+01     1.344658979540336E-05     7.635591568003929E-02
 -4.70   -12.50    -1.979297883822285E+01     1.265026655280854E-05     6.108328923747060E-02
 -4.70   -12.40    -1.979297883822285E+01     1.201772451724828E-05     4.895181083574159E-02
 -4.70   -12.30    -1.979297883822285E+01     1.151527851875279E-05     3.931543501230045E-02
 -4.70   -12.20    -1.979297883822285E+01     1.111617147572359E-05     3.166098961532658E-02
 -4.70   -12.10    -1.979297883822285E+01     1.079914948276818E-05     2.558084751535503E-02
 -4.70   -12.00    -1.979297883822285E+01     1.054732996273513E-05     2.075121897421184E-02
 -4.70   -11.90    -1.979297883822285E+01     1.034730260791817E-05     1.691490866075157E-02
 -4.70   -11.80    -1.979297883822285E+01     1.018841523226984E-05     1.386761906160611E-02
 -4.70   -11.70    -1.979297883822285E+01     1.006220650365113E-05     1.144707089362319E-02
 -4.70   -11.60    -1.979297883822285E+01     9.961955347040636E-06     9.524361140284260E-03
 -4.70   -11.50    -1.979297883822285E+01     9.882323022781154E-06     7.997098496027390E-03
 -4.70   -11.40    -1.979297883822285E+01     9.819068819225128E-06     6.783950655854492E-03
 -4.70   -11.30    -1.979297883822285E+01     9.768824219375580E-06     5.820313073510377E-03
 -4.70   -11.20    -1.979297883822285E+01     9.728913515072659E-06     5.054868533812989E-03
 -4.70   -11.10    -1.979297883822285E+01     9.697211315777118E-06     4.446854323815835E-03
 -4.70   -11.00    -1.979297883822285E+01     9.672029363773814E-06     3.963891469701516E-03
 -4.70   -10.90    -1.979297883822285E+01     9.652026628292118E-06     3.580260438355489E-03
 -4.70   -10.80    -1.979297883822285E+01     9.636137890727284E-06     3.275531478440943E-03
 -4.70   -10.70    -1.979297883822285E+01     9.623517017865414E-06     3.033476661642651E-03
 -4.70   -10.60    -1.979297883822285E+01     9.613491902204364E-06     2.841205686308758E-03
 -4.70   -10.50    -1.979297883822285E+01     9.605528669778416E-06     2.688479421883071E-03
 -4.70   -10.40    -1.979297883822285E+01     9.599203249422813E-06     2.567164637865781E-03
 -4.70   -10.30    -1.979297883822285E+01     9.594178789437858E-06     2.470800879631370E-03
 -4.70   -10.20    -1.979297883822285E+01     9.590187719007566E-06     2.394256425661631E-03
 -4.70   -10.10    -1.979297883822285E+01     9.587017499078012E-06     2.333455004661916E-03
 -4.70   -10.00    -1.979297883822285E+01     9.584499303877681E-06     2.285158719250484E-03
 -4.70    -9.90    -1.979297883822285E+01     9.582499030329513E-06     2.246795616115881E-03
 -4.70    -9.80    -1.979297883822285E+01     9.580910156573030E-06     2.216322720124426E-03
 -4.70    -9.70    -1.979297883822285E+01     9.579648069286841E-06     2.192117238444597E-03
 -4.70    -9.60    -1.979297883822285E+01     9.578645557720736E-06     2.172890140911208E-03
 -4.70    -9.50    -1.979297883822285E+01     9.577849234478141E-06     2.157617514468639E-03
 -4.70    -9.40    -1.979297883822285E+01     9.577216692442581E-06     2.145486036066910E-03
 -4.70    -9.30    -1.979297883822285E+01     9.576714246444086E-06     2.135849660243469E-03
 -4.70    -9.20    -1.979297883822285E+01     9.576315139401057E-06     2.128195214846495E-03
 -4.70    -9.10    -1.979297883822285E+01     9.575998117408101E-06     2.122115072746524E-03
 -4.70    -9.00    -1.979297883822285E+01     9.575746297888068E-06     2.117285444205380E-03
 -4.70    -8.90    -1.979297883822285E+01     9.575546270533251E-06     2.113449133891920E-03
 -4.70    -8.80    -1.979297883822285E+01     9.575387383157603E-06     2.110401844292775E-03
 -4.70    -8.70    -1.979297883822285E+01     9.575261174428985E-06     2.107981296124792E-03
 -4.70    -8.60    -1.979297883822285E+01     9.575160923272374E-06     2.106058586371453E-03
 -4.70    -8.50    -1.979297883822285E+01     9.575081290948115E-06     2.104531323727196E-03
 -4.70    -8.40    -1.979297883822285E+01     9.575018036744558E-06     2.103318175887023E-03
 -4.70    -8.30    -1.979297883822285E+01     9.574967792144710E-06     2.102354538304679E-03
 -4.70    -8.20    -1.979297883822285E+01     9.574927881440406E-06     2.101589093764982E-03
 -4.70    -8.10    -1.979297883822285E+01     9.574896179241111E-06     2.100981079554985E-03
 -4.70    -8.00    -1.979297883822285E+01     9.574870997289108E-06     2.100498116700870E-03
 -4.70    -7.90    -1.979297883822285E+01     9.574850994553625E-06     2.100114485669524E-03
 -4.70    -7.80    -1.979297883822285E+01     9.574835105816061E-06     2.099809756709610E-03
 -4.70    -7.70    -1.979297883822285E+01     9.574822484943198E-06     2.099567701892811E-03
 -4.70    -7.60    -1.979297883822285E+01     9.574812459827537E-06     2.099375430917478E-03
 -4.70    -7.50    -1.979297883822285E+01     9.574804496595111E-06     2.099222704653052E-03
 -4.70    -7.40    -1.979297883822285E+01     9.574798171174757E-06     2.099101389869035E-03
 -4.70    -7.30    -1.979297883822285E+01     9.574793146714771E-06     2.099005026110800E-03
 -4.70    -7.20    -1.979297883822285E+01     9.574789155644340E-06     2.098928481656830E-03
 -4.70    -7.10    -1.979297883822285E+01     9.574785985424411E-06     2.098867680235831E-03
 -4.70    -7.00    -1.979297883822285E+01     9.574783467229212E-06     2.098819383950419E-03
 -4.70    -6.90    -1.979297883822285E+01     9.574781466955664E-06     2.098781020847284E-03
 -4.70    -6.80    -1.979297883822285E+01     9.574779878081907E-06     2.098750547951293E-03
 -4.70    -6.70    -1.979297883822285E+01     9.574778615994621E-06     2.098726342469613E-03
 -4.70    -6.60    -1.979297883822285E+01     9.574777613483054E-06     2.098707115372080E-03
 -4.70    -6.50    -1.979297883822285E+01     9.574776817159811E-06     2.098691842745637E-03
 -4.70    -6.40    -1.979297883822285E+01     9.574776184617776E-06     2.098679711267236E-03
 -4.70    -6.30    -1.979297883822285E+01     9.574775682171777E-06     2.098670074891412E-03
 -4.70    -6.20    -1.979297883822285E+01     9.574775283064735E-06     2.098662420446015E-03
 -4.70    -6.10    -1.979297883822285E+01     9.574774966042742E-06     2.098656340303915E-03
 -4.70    -6.00    -1.979297883822285E+01     9.574774714223222E-06     2.098651510675374E-03
 -4.70    -5.90    -1.979297883822285E+01     9.574774514195866E-06     2.098647674365061E-03
 -4.70    -5.80    -1.979297883822285E+01     9.574774355308491E-06     2.098644627075462E-03
 -4.70    -5.70    -1.979297883822285E+01     9.574774229099762E-06     2.098642206527293E-03
 -4.70    -5.60    -1.979297883822285E+01     9.574774128848606E-06     2.098640283817540E-03
 -4.70    -5.50    -1.979297883822285E+01     9.574774049216281E-06     2.098638756554896E-03
 -4.70    -5.40    -1.979297883822285E+01     9.574773985962078E-06     2.098637543407056E-03
 -4.70    -5.30    -1.979297883822285E+01     9.574773935717478E-06     2.098636579769473E-03
 -4.70    -5.20    -1.979297883822285E+01     9.574773895806774E-06     2.098635814324934E-03
 -4.70    -5.10    -1.979297883822285E+01     9.574773864104574E-06     2.098635206310723E-03
 -4.70    -5.00    -1.979297883822285E+01     9.574773838922623E-06     2.098634723347870E-03
 -4.70    -4.90    -1.979297883822285E+01     9.574773818919888E-06     2.098634339716838E-03
 -4.70    -4.80    -1.979297883822285E+01     9.574773803031149E-06     2.098634034987878E-03
 -4.70    -4.70    -1.979297883822285E+01     9.574773790410277E-06     2.098633792933062E-03
 -4.70    -4.60    -1.979297883822285E+01     9.574773780385161E-06     2.098633600662086E-03
 -4.70    -4.50    -1.979297883822285E+01     9.574773772421928E-06     2.098633447935822E-03
 -4.70    -4.40    -1.979297883822285E+01     9.574773766096508E-06     2.098633326621038E-03
 -4.70    -4.30    -1.979297883822285E+01     9.574773761072049E-06     2.098633230257279E-03
 -4.70    -4.20    -1.979297883822285E+01     9.574773757080977E-06     2.098633153712825E-03
 -4.70    -4.10    -1.979297883822285E+01     9.574773753910758E-06     2.098633092911405E-03
 -4.70    -4.00    -1.979297883822285E+01     9.574773751392563E-06     2.098633044615119E-03
 -4.70    -3.90    -1.979297883822285E+01     9.574773749392290E-06     2.098633006252016E-03
 -4.70    -3.80    -1.979297883822285E+01     9.574773747803415E-06     2.098632975779120E-03
 -4.70    -3.70    -1.979297883822285E+01     9.574773746541327E-06     2.098632951573638E-03
 -4.70    -3.60    -1.979297883822285E+01     9.574773745538816E-06     2.098632932346541E-03
 -4.70    -3.50    -1.979297883822285E+01     9.574773744742494E-06     2.098632917073914E-03
 -4.70    -3.40    -1.979297883822285E+01     9.574773744109951E-06     2.098632904942436E-03
 -4.70    -3.30    -1.979297883822285E+01     9.574773743607505E-06     2.098632895306060E-03
 -4.70    -3.20    -1.979297883822285E+01     9.574773743208398E-06     2.098632887651615E-03
 -4.70    -3.10    -1.979297883822285E+01     9.574773742891376E-06     2.098632881571473E-03
 -4.70    -3.00    -1.979297883822285E+01     9.574773742639557E-06     2.098632876741844E-03
 -4.70    -2.90    -1.979297883822285E+01     9.574773742439530E-06     2.098632872905534E-03
 -4.70    -2.80    -1.979297883822285E+01     9.574773742280642E-06     2.098632869858244E-03
 -4.70    -2.70    -1.979297883822285E+01     9.574773742154434E-06     2.098632867437696E-03
 -4.70    -2.60    -1.979297883822285E+01     9.574773742054182E-06     2.098632865514986E-03
 -4.70    -2.50    -1.979297883822285E+01     9.574773741974549E-06     2.098632863987723E-03
 -4.70    -2.40    -1.979297883822285E+01     9.574773741911296E-06     2.098632862774576E-03
 -4.70    -2.30    -1.979297883822285E+01     9.574773741861050E-06     2.098632861810938E-03
 -4.70    -2.20    -1.979297883822285E+01     9.574773741821140E-06     2.098632861045494E-03
 -4.70    -2.10    -1.979297883822285E+01     9.574773741789439E-06     2.098632860437480E-03
 -4.70    -2.00    -1.979297883822285E+01     9.574773741764256E-06     2.098632859954516E-03
 -4.70    -1.90    -1.979297883822285E+01     9.574773741744253E-06     2.098632859570885E-03
 -4.70    -1.80    -1.979297883822285E+01     9.574773741728364E-06     2.098632859266157E-03
 -4.70    -1.70    -1.979297883822285E+01     9.574773741715743E-06     2.098632859024102E-03
 -4.70    -1.60    -1.979297883822285E+01     9.574773741705718E-06     2.098632858831831E-03
 -4.70    -1.50    -1.979297883822285E+01     9.574773741697756E-06     2.098632858679104E-03
 -4.70    -1.40    -1.979297883822285E+01     9.574773741691430E-06     2.098632858557790E-03
 -4.70    -1.30    -1.979297883822285E+01     9.574773741686406E-06     2.098632858461426E-03
 -4.70    -1.20    -1.979297883822285E+01     9.574773741682414E-06     2.098632858384881E-03
 -4.70    -1.10    -1.979297883822285E+01     9.574773741679245E-06     2.098632858324080E-03
 -4.70    -1.00    -1.979297883822285E+01     9.574773741676726E-06     2.098632858275784E-03
 -4.70    -0.90    -1.979297883822285E+01     9.574773741674725E-06     2.098632858237421E-03
 -4.70    -0.80    -1.979297883822285E+01     9.574773741673138E-06     2.098632858206948E-03
 -4.70    -0.70    -1.979297883822285E+01     9.574773741671876E-06     2.098632858182742E-03
 -4.70    -0.60    -1.979297883822285E+01     9.574773741670873E-06     2.098632858163515E-03
 -4.70    -0.50    -1.979297883822285E+01     9.574773741670076E-06     2.098632858148243E-03
 -4.70    -0.40    -1.979297883822285E+01     9.574773741669443E-06     2.098632858136111E-03
 -4.70    -0.30    -1.979297883822285E+01     9.574773741668941E-06     2.098632858126475E-03
 -4.70    -0.20    -1.979297883822285E+01     9.574773741668542E-06     2.098632858118820E-03
 -4.70    -0.10    -1.979297883822285E+01     9.574773741668225E-06     2.098632858112740E-03
 -4.70     0.00    -1.979297883822285E+01     9.574773741667972E-06     2.098632858107911E-03
 -4.70     0.10    -1.979297883822285E+01     9.574773741667773E-06     2.098632858104074E-03
 -4.70     0.20    -1.979297883822285E+01     9.574773741667613E-06     2.098632858101027E-03
 -4.70     0.30    -1.979297883822285E+01     9.574773741667488E-06     2.098632858098607E-03
 -4.70     0.40    -1.979297883822285E+01     9.574773741667388E-06     2.098632858096684E-03
 -4.70     0.50    -1.979297883822285E+01     9.574773741667308E-06     2.098632858095157E-03
 -4.70     0.60    -1.979297883822285E+01     9.574773741667244E-06     2.098632858093943E-03
 -4.70     0.70    -1.979297883822285E+01     9.574773741667195E-06     2.098632858092979E-03
 -4.70     0.80    -1.979297883822285E+01     9.574773741667154E-06     2.098632858092214E-03
 -4.70     0.90    -1.979297883822285E+01     9.574773741667124E-06     2.098632858091606E-03
 -4.70     1.00    -4.237267718592853E+00     1.004445982267625E-05     1.387795966239073E-03
 -4.70     1.10    -3.647463402289204E+00     1.262602375698939E-05     7.743676264683821E-04
 -4.70     1.20    -3.219134215095217E+00     1.887525313797443E-05     4.118609253860334E-04
 -4.70     1.30    -2.856933443825310E+00     3.101811717529207E-05     2.164570293578852E-04
 -4.70     1.40    -2.532818784651118E+00     5.212603909370620E-05     1.175767397817874E-04
 -4.70     1.50    -2.234307013226319E+00     8.632841083364886E-05     6.817990449054432E-05
 -4.70     1.60    -1.954577322921759E+00     1.390629037274290E-04     4.278630006898975E-05
 -4.70     1.70    -1.689402424598500E+00     2.173698872589320E-04     2.905302194097395E-05
