#density_[g_m3],pressure_[GPa],temperature_cold_podolak_[K],temperature_hot_nettel_[K],radius_[m]
2.494,135.17000000000002,1967.4,4038.086206896552,1513600000.0
2.4994,136.05,1968.5,4044.06091954023,1511000000.0
2.5049,136.93,1969.7,4050.028735632184,1508500000.0
2.5103,137.8,1970.8,4055.7704545454544,1506000000.0
2.5157,138.68,1971.9,4061.728735632184,1503400000.0
2.521,139.56,1973.0,4067.6318181818183,1500900000.0
2.5264,140.45000000000002,1974.1,4073.5022727272726,1498300000.0
2.5318,141.33,1975.2,4079.302272727273,1495800000.0
2.5371,142.22,1976.3,4085.265909090909,1493300000.0
2.5424,143.1,1977.4,4091.004494382022,1490700000.0
2.5477,143.99,1978.5,4096.868181818182,1488200000.0
2.553,144.88,1979.5,4102.767415730336,1485700000.0
2.5583,145.77,1980.6,4108.569662921348,1483100000.0
2.5636,146.67000000000002,1981.7,4114.533707865169,1480600000.0
2.5688,147.56,1982.7,4120.433707865169,1478000000.0
2.5741,148.46,1983.8,4126.4,1475500000.0
2.5793,149.35,1984.9,4132.3,1473000000.0
2.5845,150.25,1985.9,4138.3,1470400000.0
2.5897,151.15,1987.0,4144.366666666667,1467900000.0
2.5948,152.05,1988.0,4150.366666666667,1465300000.0
2.6,152.95000000000002,1989.0,4156.367777777778,1462800000.0
2.6051,153.86,1990.1,4162.535555555555,1460300000.0
2.6102,154.76000000000002,1991.1,4168.635555555556,1457700000.0
2.6153,155.67000000000002,1992.1,4174.806666666667,1455200000.0
2.6204,156.57,1993.2,4181.0043956043955,1452600000.0
2.6254,157.48000000000002,1994.2,4187.206666666667,1450100000.0
2.6305,158.39000000000001,1995.2,4193.476923076923,1447600000.0
2.6355,159.3,1996.2,4199.776923076924,1445000000.0
2.6406,160.21,1997.2,4206.081318681319,1442500000.0
2.6456,161.12,1998.2,4212.4857142857145,1440000000.0
2.6506,162.04,1999.2,4219.0516483516485,1437400000.0
2.6556,162.95000000000002,2000.2,4225.462637362638,1434900000.0
2.6606,163.87,2001.2,4232.135164835165,1432300000.0
2.6655,164.79,2002.2,4238.802173913044,1429800000.0
2.6705,165.71,2003.2,4245.415384615384,1427300000.0
2.6754,166.63,2004.1,4252.182608695653,1424700000.0
2.6804,167.55,2005.1,4258.891304347826,1422200000.0
2.6853,168.47,2006.1,4265.700000000001,1419600000.0
2.6902,169.39000000000001,2007.1,4272.608695652174,1417100000.0
2.6951,170.32,2008.0,4279.675,1414600000.0
2.7,171.24,2009.0,4286.594565217391,1412000000.0
2.7048,172.17000000000002,2009.9,4293.763440860215,1409500000.0
2.7097,173.1,2010.9,4300.882608695652,1406900000.0
2.7145,174.03,2011.8,4308.163440860215,1404400000.0
2.7194,174.96,2012.8,4315.472826086957,1401900000.0
2.7242,175.88,2013.7,4322.775268817204,1399300000.0
2.729,176.82,2014.7,4330.267741935484,1396800000.0
2.7338,177.75,2015.6,4337.767741935484,1394300000.0
2.7386,178.68,2016.5,4345.2806451612905,1391700000.0
2.7434,179.62,2017.5,4352.9763440860215,1389200000.0
2.7482,180.56,2018.4,4360.7591397849465,1386600000.0
2.753,181.49,2019.3,4368.446808510638,1384100000.0
2.7578,182.43,2020.2,4376.174193548387,1381600000.0
2.7625,183.37,2021.1,4384.044680851064,1379000000.0
2.7673,184.31,2022.0,4391.858064516129,1376500000.0
2.772,185.25,2022.9,4399.727659574468,1373900000.0
2.7767,186.19,2023.8,4407.544680851063,1371400000.0
2.7814,187.13,2024.7,4415.427659574469,1368900000.0
2.7861,188.08,2025.6,4423.3287234042555,1366300000.0
2.7908,189.02,2026.5,4431.210638297873,1363800000.0
2.7955,189.97,2027.4,4439.093617021277,1361200000.0
2.8001,190.91,2028.3,4446.877894736842,1358700000.0
2.8048,191.86,2029.2,4454.693617021277,1356200000.0
2.8094,192.8,2030.1,4462.493617021277,1353600000.0
2.8141,193.75,2030.9,4470.34,1351100000.0
2.8187,194.70000000000002,2031.8,4478.056382978723,1348600000.0
2.8233,195.65,2032.7,4485.8,1346000000.0
2.8279,196.61,2033.5,4493.4800000000005,1343500000.0
2.8325,197.55,2034.4,4500.97894736842,1340900000.0
2.8371,198.51000000000002,2035.3,4508.557894736842,1338400000.0
2.8416,199.46,2036.1,4516.035789473684,1335900000.0
2.8462,200.42000000000002,2037.0,4523.513684210527,1333300000.0
2.8507,201.37,2037.8,4530.867368421053,1330800000.0
2.8553,202.33,2038.7,4538.143157894737,1328200000.0
2.8598,203.29000000000002,2039.5,4545.400000000001,1325700000.0
2.8643,204.24,2040.3,4552.494736842105,1323200000.0
2.8687,205.20000000000002,2041.2,4559.525000000001,1320600000.0
2.8732,206.16,2042.0,4566.443157894737,1318100000.0
2.8776,207.12,2042.8,4573.344791666667,1315500000.0
2.882,208.08,2043.7,4580.063157894737,1313000000.0
2.8864,209.05,2044.5,4586.828125,1310500000.0
2.8908,210.0,2045.3,4593.233333333334,1307900000.0
2.8952,210.97,2046.1,4599.7,1305400000.0
2.8996,211.93,2047.0,4606.04375,1302900000.0
2.904,212.9,2047.8,4612.279166666667,1300300000.0
2.9083,213.86,2048.6,4618.320833333333,1297800000.0
2.9127,214.82000000000002,2049.4,4624.220833333334,1295200000.0
2.9171,215.79000000000002,2050.2,4630.121875,1292700000.0
2.9216,216.76000000000002,2051.0,4635.831958762887,1290200000.0
2.9261,217.72,2051.8,4641.361458333333,1287600000.0
2.9306,218.69,2052.6,4646.901030927835,1285100000.0
2.9351,219.66,2053.4,4652.35625,1282500000.0
2.9395,220.63,2054.1,4657.661855670103,1280000000.0
2.944,221.6,2054.9,4662.846875,1277500000.0
2.9484,222.57000000000002,2055.7,4667.982474226804,1274900000.0
2.9529,223.54000000000002,2056.5,4673.049484536083,1272400000.0
2.9573,224.51000000000002,2057.3,4678.016494845361,1269900000.0
2.9617,225.49,2058.0,4682.950000000001,1267300000.0
2.9661,226.46,2058.8,4687.782474226804,1264800000.0
2.9705,227.43,2059.6,4692.547422680413,1262200000.0
2.9749,228.41,2060.3,4697.259793814434,1259700000.0
2.9793,229.38,2061.1,4701.842857142857,1257200000.0
2.9836,230.36,2061.9,4706.423711340207,1254600000.0
2.988,231.33,2062.6,4710.923711340207,1252100000.0
2.9923,232.31,2063.4,4715.470103092784,1249500000.0
2.9967,233.29000000000002,2064.1,4719.961224489796,1247000000.0
3.001,234.27,2064.9,4724.378350515464,1244500000.0
3.0053,235.25,2065.6,4728.784536082474,1241900000.0
3.0096,236.22,2066.4,4733.067346938775,1239400000.0
3.0139,237.20000000000002,2067.1,4737.384536082474,1236800000.0
3.0182,238.18,2067.8,4741.671428571429,1234300000.0
3.0225,239.16,2068.6,4745.911224489796,1231800000.0
3.0268,240.14000000000001,2069.3,4750.188659793815,1229200000.0
3.031,241.13,2070.0,4754.457142857143,1226700000.0
3.0353,242.11,2070.8,4758.657142857143,1224200000.0
3.0395,243.09,2071.5,4762.857142857143,1221600000.0
3.0438,244.07000000000002,2072.2,4767.057142857143,1219100000.0
3.048,245.06,2072.9,4771.3,1216500000.0
3.0522,246.04000000000002,2073.6,4775.5,1214000000.0
3.0564,247.03,2074.3,4779.742857142857,1211500000.0
3.0606,248.01000000000002,2075.1,4783.942857142857,1208900000.0
3.0648,248.99,2075.8,4788.142857142857,1206400000.0
3.0689,249.98000000000002,2076.5,4792.385714285714,1203800000.0
3.0731,250.97,2077.2,4796.674489795918,1201300000.0
3.0773,251.95000000000002,2077.9,4800.928571428572,1198800000.0
3.0814,252.94,2078.6,4805.197979797979,1196200000.0
3.0856,253.92000000000002,2079.3,4809.474489795919,1193700000.0
3.0897,254.91,2079.9,4813.818367346939,1191200000.0
3.0938,255.9,2080.6,4818.188888888889,1188600000.0
3.0979,256.89,2081.3,4822.610204081632,1186100000.0
3.102,257.88,2082.0,4827.033333333333,1183500000.0
3.1061,258.87,2082.7,4831.455102040816,1181000000.0
3.1102,259.86,2083.4,4835.927272727273,1178500000.0
3.1143,260.85,2084.0,4840.5,1175900000.0
3.1184,261.84000000000003,2084.7,4845.072727272728,1173400000.0
3.1224,262.83,2085.4,4849.64693877551,1170800000.0
3.1265,263.82,2086.1,4854.269696969697,1168300000.0
3.1305,264.81,2086.7,4858.921212121212,1165800000.0
3.1346,265.8,2087.4,4863.645918367347,1163200000.0
3.1386,266.79,2088.0,4868.368686868687,1160700000.0
3.1426,267.78000000000003,2088.7,4873.121212121212,1158100000.0
3.1466,268.78000000000003,2089.4,4877.969696969697,1155600000.0
3.1506,269.77,2090.0,4882.7959183673465,1153100000.0
3.1546,270.76,2090.7,4887.618181818182,1150500000.0
3.1586,271.75,2091.3,4892.472727272728,1148000000.0
3.1626,272.75,2092.0,4897.477777777777,1145500000.0
3.1665,273.74,2092.6,4902.422222222222,1142900000.0
3.1705,274.73,2093.3,4907.377777777778,1140400000.0
3.1744,275.73,2093.9,4912.428282828283,1137800000.0
3.1784,276.72,2094.5,4917.484848484849,1135300000.0
3.1823,277.72,2095.2,4922.636363636364,1132800000.0
3.1862,278.71000000000004,2095.8,4927.736363636363,1130200000.0
3.1902,279.71000000000004,2096.4,4932.887878787878,1127700000.0
3.1941,280.7,2097.1,4938.046464646464,1125100000.0
3.198,281.7,2097.7,4943.298989898989,1122600000.0
3.2019,282.69,2098.3,4948.5585858585855,1120100000.0
3.2057,283.69,2098.9,4953.82,1117500000.0
3.2096,284.68,2099.5,4959.0585858585855,1115000000.0
3.2135,285.68,2100.2,4964.472727272728,1112400000.0
3.2173,286.68,2100.8,4969.8656565656565,1109900000.0
3.2212,287.68,2101.4,4975.281818181818,1107400000.0
3.225,288.67,2102.0,4980.71,1104800000.0
3.2289,289.67,2102.6,4986.181818181818,1102300000.0
3.2327,290.66,2103.2,4991.644444444444,1099800000.0
3.2365,291.66,2103.8,4997.2,1097200000.0
3.2403,292.66,2104.4,5002.784000000001,1094700000.0
3.2441,293.66,2105.0,5008.355555555556,1092100000.0
3.2479,294.65000000000003,2105.6,5013.920202020202,1089600000.0
3.2517,295.65000000000003,2106.2,5019.6050000000005,1087100000.0
3.2555,296.65000000000003,2106.8,5025.276767676768,1084500000.0
3.2592,297.64,2107.4,5030.942424242424,1082000000.0
3.263,298.64,2108.0,5036.662,1079400000.0
3.2667,299.64,2108.6,5042.466666666666,1076900000.0
3.2705,300.64,2109.1,5048.325252525252,1074400000.0
3.2742,301.64,2109.7,5054.144,1071800000.0
3.2779,302.64,2110.3,5059.983838383839,1069300000.0
3.2817,303.64,2110.9,5065.842424242424,1066700000.0
3.2854,304.64,2111.5,5071.7300000000005,1064200000.0
3.2891,305.63,2112.0,5077.681818181818,1061700000.0
3.2928,306.63,2112.6,5083.63,1059100000.0
3.2965,307.63,2113.2,5089.642424242424,1056600000.0
3.3002,308.63,2113.7,5095.70303030303,1054100000.0
3.3038,309.63,2114.3,5101.719999999999,1051500000.0
3.3075,310.63,2114.9,5107.763636363636,1049000000.0
3.3112,311.63,2115.4,5113.853,1046400000.0
3.3148,312.62,2116.0,5119.936363636364,1043900000.0
3.3185,313.62,2116.5,5126.053,1041400000.0
3.3221,314.62,2117.1,5132.271717171717,1038800000.0
3.3257,315.62,2117.6,5138.488,1036300000.0
3.3293,316.62,2118.2,5144.734343434344,1033700000.0
3.333,317.62,2118.7,5150.996969696969,1031200000.0
3.3366,318.62,2119.3,5157.2119999999995,1028700000.0
3.3402,319.62,2119.8,5163.536363636364,1026100000.0
3.3438,320.62,2120.4,5169.851,1023600000.0
3.3473,321.62,2120.9,5176.200000000001,1021000000.0
3.3509,322.61,2121.5,5182.451,1018500000.0
3.3545,323.61,2122.0,5188.8,1016000000.0
3.3581,324.61,2122.5,5195.1140000000005,1013400000.0
3.3616,325.61,2123.1,5201.463636363636,1010900000.0
3.3652,326.61,2123.6,5207.9070707070705,1008400000.0
3.3687,327.61,2124.1,5214.24,1005800000.0
3.3723,328.61,2124.6,5220.671717171717,1003300000.0
3.3758,329.61,2125.2,5227.084,1000700000.0
3.3793,330.6,2125.7,5233.390909090909,998200000.0
3.3829,331.6,2126.2,5239.784,995660000.0
3.3864,332.6,2126.7,5246.236363636363,993120000.0
3.3899,333.6,2127.2,5252.618181818182,990580000.0
3.3934,334.6,2127.7,5259.012000000001,988040000.0
3.3969,335.6,2128.3,5265.465656565657,985500000.0
3.4004,336.6,2128.8,5271.792,982960000.0
3.4039,337.59000000000003,2129.3,5278.165656565657,980420000.0
3.4074,338.59000000000003,2129.8,5284.630303030303,977890000.0
3.4109,339.59000000000003,2130.3,5290.955,975350000.0
3.4143,340.59000000000003,2130.8,5297.309090909091,972810000.0
3.4178,341.59000000000003,2131.3,5303.704000000001,970270000.0
3.4213,342.58,2131.8,5310.00909090909,967730000.0
3.4247,343.58000000000004,2132.3,5316.372727272727,965190000.0
3.4281,344.58000000000004,2132.8,5322.6810000000005,962650000.0
3.4316,345.58000000000004,2133.3,5329.0363636363645,960110000.0
3.435,346.58000000000004,2133.8,5335.400000000001,957570000.0
3.4384,347.57,2134.3,5341.5560000000005,955040000.0
3.4418,348.57,2134.7,5347.900000000001,952500000.0
3.4453,349.57,2135.2,5354.173737373738,949960000.0
3.4487,350.57,2135.7,5360.38,947420000.0
3.4521,351.57,2136.2,5366.636363636363,944880000.0
3.4554,352.56,2136.7,5372.836363636364,942340000.0
3.4588,353.56,2137.1,5379.042,939810000.0
3.4622,354.56,2137.6,5385.207070707071,937270000.0
3.4656,355.55,2138.1,5391.307070707071,934730000.0
3.4689,356.55,2138.6,5397.468686868687,932190000.0
3.4723,357.55,2139.0,5403.573,929650000.0
3.4756,358.54,2139.5,5409.575757575758,927110000.0
3.479,359.54,2140.0,5415.730303030304,924570000.0
3.4823,360.54,2140.4,5421.70202020202,922030000.0
3.4856,361.53000000000003,2140.9,5427.64,919490000.0
3.489,362.53000000000003,2141.4,5433.69696969697,916950000.0
3.4923,363.53000000000003,2141.8,5439.661616161616,914410000.0
3.4956,364.52000000000004,2142.3,5445.561616161616,911870000.0
3.4989,365.52000000000004,2142.7,5451.424242424243,909340000.0
3.5022,366.52000000000004,2143.2,5457.3808080808085,906800000.0
3.5055,367.51,2143.6,5463.0289999999995,904260000.0
3.5088,368.5,2144.1,5468.824242424243,901720000.0
3.5121,369.5,2144.6,5474.682828282828,899180000.0
3.5154,370.5,2145.0,5480.442424242425,896650000.0
3.5187,371.49,2145.4,5486.0434343434345,894110000.0
3.522,372.49,2145.9,5491.8,891570000.0
3.5253,373.48,2146.3,5497.4,889030000.0
3.5286,374.48,2146.8,5502.9565656565655,886490000.0
3.5318,375.47,2147.2,5508.554,883950000.0
3.5351,376.47,2147.6,5513.955555555555,881410000.0
3.5383,377.46000000000004,2148.1,5519.454545454545,878870000.0
3.5416,378.46000000000004,2148.5,5524.909090909091,876330000.0
3.5448,379.45,2148.9,5530.30707070707,873790000.0
3.5481,380.45,2149.4,5535.660606060606,871250000.0
3.5513,381.44,2149.8,5540.960606060607,868710000.0
3.5545,382.43,2150.2,5546.257575757576,866180000.0
3.5577,383.43,2150.7,5551.510101010102,863640000.0
3.561,384.42,2151.1,5556.710101010101,861100000.0
3.5642,385.42,2151.5,5561.957575757576,858560000.0
3.5674,386.41,2151.9,5567.057575757576,856020000.0
3.5706,387.41,2152.3,5572.20909090909,853490000.0
3.5738,388.40000000000003,2152.8,5577.303030303031,850950000.0
3.577,389.39,2153.2,5582.30303030303,848410000.0
3.5801,390.39,2153.6,5587.3464646464645,845870000.0
3.5833,391.38,2154.0,5592.246464646464,843330000.0
3.5865,392.38,2154.4,5597.19595959596,840790000.0
3.5897,393.37,2154.8,5602.087878787878,838250000.0
3.5928,394.36,2155.2,5606.887878787879,835710000.0
3.596,395.36,2155.6,5611.736363636364,833170000.0
3.5991,396.35,2156.0,5616.527272727273,830640000.0
3.6023,397.34000000000003,2156.4,5621.236363636364,828100000.0
3.6054,398.34000000000003,2156.8,5626.069387755102,825560000.0
3.6085,399.33000000000004,2157.2,5630.722222222222,823020000.0
3.6117,400.32,2157.6,5635.411111111111,820480000.0
3.6148,401.32,2158.0,5640.045454545455,817940000.0
3.6179,402.31,2158.4,5644.557575757576,815400000.0
3.621,403.3,2158.8,5649.145454545455,812860000.0
3.6241,404.3,2159.2,5653.690909090909,810320000.0
3.6272,405.29,2159.6,5658.177777777778,807790000.0
3.6303,406.28000000000003,2160.0,5662.577777777778,805250000.0
3.6334,407.28000000000003,2160.4,5667.022222222222,802710000.0
3.6366,408.27000000000004,2160.7,5671.422222222222,800170000.0
3.6397,409.26,2161.1,5675.80808080808,797630000.0
3.6428,410.26,2161.5,5680.151515151515,795090000.0
3.6459,411.25,2161.9,5684.436363636364,792560000.0
3.649,412.24,2162.3,5688.651515151515,790020000.0
3.6521,413.24,2162.6,5692.978787878788,787480000.0
3.6554,414.23,2163.0,5697.162626262627,784940000.0
3.6586,415.22,2163.4,5701.2787878787885,782400000.0
3.6618,416.22,2163.8,5705.50404040404,779860000.0
3.665,417.21000000000004,2164.1,5709.586868686868,777320000.0
3.6683,418.2,2164.5,5713.6040404040405,774780000.0
3.6715,419.2,2164.9,5717.727272727273,772240000.0
3.6747,420.19,2165.2,5721.727272727273,769700000.0
3.6779,421.19,2165.6,5725.767676767677,767160000.0
3.6811,422.18,2165.9,5729.748484848485,764620000.0
3.6843,423.18,2166.3,5733.687878787879,762090000.0
3.6875,424.17,2166.7,5737.58,759550000.0
3.6907,425.16,2167.0,5741.429292929292,757010000.0
3.6938,426.16,2167.4,5745.287878787879,754470000.0
3.697,427.15000000000003,2167.7,5749.167676767676,751930000.0
3.7002,428.15000000000003,2168.1,5752.977,749400000.0
3.7034,429.15000000000003,2168.4,5756.70606060606,746860000.0
3.7065,430.14000000000004,2168.8,5760.484848484848,744320000.0
3.7097,431.14000000000004,2169.1,5764.222222222222,741780000.0
3.7129,432.14000000000004,2169.5,5767.928,739240000.0
3.716,433.13,2169.8,5771.522222222222,736700000.0
3.7192,434.13,2170.2,5775.228,734160000.0
3.7223,435.13,2170.5,5778.836363636364,731620000.0
3.7255,436.12,2170.8,5782.405000000001,729080000.0
3.7286,437.12,2171.2,5785.936363636364,726540000.0
3.7317,438.12,2171.5,5789.54,724000000.0
3.7349,439.12,2171.9,5793.024242424242,721460000.0
3.738,440.12,2172.2,5796.475,718930000.0
3.7411,441.12,2172.5,5799.950000000001,716390000.0
3.7443,442.11,2172.9,5803.324242424243,713850000.0
3.7474,443.11,2173.2,5806.75,711310000.0
3.7505,444.12,2173.5,5810.184,708770000.0
3.7536,445.12,2173.8,5813.558,706230000.0
3.7567,446.12,2174.2,5816.858,703700000.0
3.7598,447.12,2174.5,5820.158,701160000.0
3.7629,448.12,2174.8,5823.4580000000005,698620000.0
3.7661,449.12,2175.1,5826.732,696080000.0
3.7692,450.13,2175.4,5829.964,693540000.0
3.7722,451.13,2175.8,5833.164,691000000.0
3.7753,452.14000000000004,2176.1,5836.396,688460000.0
3.7784,453.14000000000004,2176.4,5839.559405940594,685920000.0
3.7815,454.14000000000004,2176.7,5842.637,683390000.0
3.7846,455.15000000000003,2177.0,5845.768,680850000.0
3.7877,456.16,2177.3,5848.890099009901,678310000.0
3.7908,457.16,2177.6,5851.9400000000005,675770000.0
3.7939,458.17,2177.9,5854.990099009901,673230000.0
3.7969,459.18,2178.3,5858.061386138614,670690000.0
3.8,460.19,2178.6,5861.07,668150000.0
3.8031,461.2,2178.9,5864.061386138614,665610000.0
3.8062,462.21000000000004,2179.2,5866.991089108911,663070000.0
3.8092,463.22,2179.5,5869.961386138614,660530000.0
3.8123,464.23,2179.8,5872.861386138614,658000000.0
3.8154,465.24,2180.1,5875.752941176471,655460000.0
3.8184,466.26,2180.4,5878.661386138614,652920000.0
3.8215,467.27000000000004,2180.6,5881.531683168317,650380000.0
3.8245,468.29,2180.9,5884.38137254902,647840000.0
3.8276,469.3,2181.2,5887.2316831683165,645310000.0
3.8307,470.32,2181.5,5890.050980392157,642770000.0
3.8337,471.34000000000003,2181.8,5892.850980392157,640230000.0
3.8368,472.36,2182.1,5895.6287128712875,637690000.0
3.8398,473.38,2182.4,5898.378431372549,635150000.0
3.8429,474.40000000000003,2182.7,5901.138834951456,632610000.0
3.8459,475.42,2183.0,5903.850980392157,630070000.0
3.849,476.44,2183.2,5906.620588235294,627530000.0
3.852,477.47,2183.5,5909.34705882353,624990000.0
3.8551,478.49,2183.8,5912.007766990291,622450000.0
3.8581,479.52000000000004,2184.1,5914.638834951456,619910000.0
3.8612,480.55,2184.3,5917.34705882353,617380000.0
3.8642,481.58000000000004,2184.6,5920.033009708738,614840000.0
3.8673,482.61,2184.9,5922.656730769231,612300000.0
3.8703,483.64000000000004,2185.2,5925.307766990291,609760000.0
3.8734,484.67,2185.4,5927.907766990292,607220000.0
3.8764,485.70000000000005,2185.7,5930.5,604680000.0
3.8795,486.74,2186.0,5933.107766990292,602140000.0
3.8825,487.78000000000003,2186.2,5935.724999999999,599600000.0
3.8856,488.82,2186.5,5938.325,597070000.0
3.8886,489.86,2186.8,5940.89326923077,594530000.0
3.8917,490.90000000000003,2187.0,5943.425,591990000.0
3.8947,491.94,2187.3,5945.9857142857145,589450000.0
3.8978,492.98,2187.6,5948.492380952381,586910000.0
3.9008,494.03000000000003,2187.8,5951.069230769231,584370000.0
3.9039,495.08000000000004,2188.1,5953.585714285715,581830000.0
3.9069,496.13,2188.3,5956.109433962264,579290000.0
3.91,497.18,2188.6,5958.661904761904,576760000.0
3.913,498.23,2188.8,5961.154716981132,574220000.0
3.9161,499.29,2189.1,5963.654716981132,571680000.0
3.9191,500.35,2189.3,5966.154716981132,569140000.0
3.9222,501.41,2189.6,5968.654716981132,566600000.0
3.9253,502.47,2189.8,5971.154716981132,564060000.0
3.9283,503.53000000000003,2190.1,5973.647663551402,561520000.0
3.9314,504.6,2190.3,5976.147663551402,558980000.0
3.9344,505.67,2190.6,5978.617757009346,556440000.0
3.9374,506.74,2190.8,5981.047663551402,553910000.0
3.9405,507.81,2191.0,5983.540740740741,551370000.0
3.9435,508.88,2191.3,5986.017592592592,548830000.0
3.9466,509.96000000000004,2191.5,5988.517592592593,546290000.0
3.9496,511.04,2191.8,5990.988888888889,543750000.0
3.9527,512.12,2192.0,5993.411009174311,541210000.0
3.9557,513.21,2192.2,5995.911009174312,538670000.0
3.9588,514.29,2192.5,5998.388073394495,536130000.0
3.9618,515.38,2192.7,6000.881818181818,533590000.0
3.9649,516.48,2192.9,6003.388073394495,531060000.0
3.968,517.57,2193.2,6005.854545454546,528520000.0
3.971,518.6700000000001,2193.4,6008.275675675676,525980000.0
3.9741,519.77,2193.6,6010.753153153153,523440000.0
3.9772,520.88,2193.8,6013.253153153153,520900000.0
3.9803,521.98,2194.1,6015.730630630631,518360000.0
3.9834,523.1,2194.3,6018.247321428572,515820000.0
3.9865,524.21,2194.5,6020.725,513280000.0
3.9896,525.33,2194.7,6023.225,510750000.0
3.9927,526.45,2194.9,6025.744247787611,508210000.0
3.9958,527.57,2195.2,6028.297345132743,505670000.0
3.9989,528.7,2195.4,6030.792105263158,503130000.0
4.002,529.83,2195.6,6033.292982456141,500590000.0
4.0051,530.97,2195.8,6035.870175438597,498050000.0
4.0083,532.11,2196.0,6038.387826086957,495510000.0
4.0114,533.25,2196.2,6040.94347826087,492970000.0
4.0145,534.4,2196.4,6043.460344827586,490440000.0
4.0177,535.5500000000001,2196.6,6046.037931034483,487900000.0
4.0209,536.71,2196.9,6048.637931034483,485360000.0
4.024,537.87,2197.1,6051.233333333334,482820000.0
4.0272,539.03,2197.3,6053.806779661017,480280000.0
4.0304,540.2,2197.5,6056.403389830508,477740000.0
4.0336,541.37,2197.7,6059.062711864407,475200000.0
4.0368,542.5500000000001,2197.9,6061.676470588235,472660000.0
4.04,543.73,2198.1,6064.353781512605,470120000.0
4.0432,544.9200000000001,2198.3,6067.05,467590000.0
4.0464,546.11,2198.5,6069.723966942149,465050000.0
4.0497,547.3100000000001,2198.7,6072.401652892562,462510000.0
4.0529,548.52,2198.9,6075.098360655737,459970000.0
4.0562,549.73,2199.0,6077.790163934426,457430000.0
4.0594,550.94,2199.2,6080.52,454890000.0
4.0627,552.16,2199.4,6083.299999999999,452350000.0
4.066,553.39,2199.6,6083.6,449810000.0
4.0666,553.59,2199.7,6083.6,449390000.0
4.0671,553.8000000000001,2199.7,6083.6,448970000.0
4.0677,554.0,2199.7,6083.6,448550000.0
4.0682,554.21,2199.7,6083.6,448120000.0
4.0688,554.41,2199.8,6083.6,447700000.0
4.0693,554.62,2199.8,6083.6,447280000.0
4.0699,554.82,2199.8,6083.6,446850000.0
4.07,554.88,2199.8,6083.6,446750000.0
9.079,554.94,2199.9,6083.6,446620000.0
9.079,554.94,2199.9,6083.6,446620000.0
9.0791,554.95,2199.9,6083.6,446610000.0
9.0791,554.96,2199.9,6083.6,446600000.0
9.0792,554.96,2199.9,6083.6,446600000.0
9.0792,554.97,2199.9,6083.6,446590000.0
9.0792,554.98,2199.9,6083.6,446590000.0
9.0793,554.98,2199.9,6083.6,446580000.0
9.0793,554.99,2199.9,6083.6,446570000.0
9.0793,555.0,2199.9,6083.6,446570000.0
9.0794,555.0,2199.9,6083.6,446560000.0
9.0794,555.01,2199.9,6083.6,446560000.0
9.0794,555.02,2199.9,6083.6,446550000.0
9.0795,555.02,2199.9,6083.6,446540000.0
9.0795,555.03,2199.9,6083.6,446540000.0
9.0795,555.04,2199.9,6083.6,446530000.0
9.0796,555.04,2199.9,6083.6,446520000.0
9.0796,555.0500000000001,2199.9,6083.6,446520000.0
9.0796,555.0600000000001,2199.9,6083.6,446510000.0
9.0797,555.0600000000001,2199.9,6083.6,446510000.0
9.0797,555.07,2199.9,6083.6,446500000.0
9.0797,555.08,2199.9,6083.6,446490000.0
9.0798,555.08,2199.9,6083.6,446490000.0
9.0798,555.09,2199.9,6083.6,446480000.0
9.0799,555.1,2199.9,6083.6,446470000.0
9.0799,555.1,2199.9,6083.6,446470000.0
9.0799,555.11,2199.9,6083.6,446460000.0
9.08,555.12,2199.9,6083.6,446460000.0
9.08,555.12,2199.9,6083.6,446450000.0
9.08,555.13,2199.9,6083.6,446440000.0
9.0801,555.14,2199.9,6083.6,446440000.0
9.0804,555.2,2199.9,6083.6,446380000.0
9.0808,555.27,2199.9,6083.6,446310000.0
9.0811,555.34,2199.9,6083.6,446250000.0
9.0815,555.4,2199.9,6083.6,446190000.0
9.0818,555.47,2199.9,6083.6,446130000.0
9.0822,555.54,2199.9,6083.6,446070000.0
9.0825,555.6,2199.9,6083.6,446010000.0
9.0829,555.6700000000001,2199.9,6083.6,445940000.0
9.0832,555.74,2199.9,6083.6,445880000.0
9.0836,555.8000000000001,2199.9,6083.6,445820000.0
9.0839,555.87,2199.9,6083.6,445760000.0
9.0843,555.94,2199.9,6083.6,445700000.0
9.0846,556.0,2199.9,6083.6,445640000.0
9.0849,556.07,2199.9,6083.6,445580000.0
9.0853,556.14,2199.9,6083.6,445510000.0
9.0856,556.2,2199.9,6083.6,445450000.0
9.086,556.27,2199.9,6083.6,445390000.0
9.0863,556.34,2199.9,6083.6,445330000.0
9.0867,556.4,2199.9,6083.6,445270000.0
9.087,556.47,2199.9,6083.6,445210000.0
9.0874,556.54,2199.9,6083.6,445140000.0
9.0877,556.6,2199.9,6083.6,445080000.0
9.0881,556.6700000000001,2199.9,6083.6,445020000.0
9.0884,556.74,2199.9,6083.6,444960000.0
9.0888,556.8000000000001,2199.9,6083.6,444900000.0
9.0902,557.07,2199.9,6083.6,444650000.0
9.0936,557.73,2199.9,6083.6,444040000.0
9.0971,558.4,2200.0,6083.6,443430000.0
9.1005,559.0600000000001,2200.0,6083.6,442810000.0
9.1039,559.72,2200.0,6083.6,442200000.0
9.1074,560.37,2200.0,6083.6,441590000.0
9.1108,561.03,2200.0,6083.6,440980000.0
