 Output of condall21.f + conduct21.f v.23.04.21; damping strength = 1
   2.25  10.610 10.328 10.149 10.069 10.058 10.141 10.338 10.614 10.886 11.133 11.519 11.975 12.466 13.104 13.818 14.557 15.306 16.056 16.800
   2.50  11.047 10.744 10.520 10.410 10.373 10.426 10.595 10.860 11.145 11.386 11.708 12.146 12.596 13.166 13.858 14.588 15.332 16.078 16.819
   2.75  11.490 11.174 10.912 10.762 10.701 10.722 10.860 11.108 11.398 11.654 11.919 12.325 12.759 13.249 13.904 14.622 15.360 16.102 16.840
   3.00  11.936 11.613 11.323 11.128 11.040 11.030 11.135 11.360 11.649 11.922 12.158 12.516 12.937 13.369 13.959 14.660 15.389 16.127 16.861
   3.25  12.385 12.058 11.750 11.512 11.390 11.351 11.419 11.617 11.898 12.184 12.422 12.721 13.121 13.532 14.032 14.702 15.421 16.153 16.884
   3.50  12.836 12.507 12.188 11.915 11.750 11.684 11.714 11.881 12.149 12.441 12.695 12.943 13.316 13.715 14.137 14.752 15.456 16.181 16.907
   3.75  13.285 12.958 12.633 12.336 12.126 12.029 12.022 12.152 12.401 12.695 12.965 13.191 13.521 13.904 14.291 14.815 15.495 16.211 16.932
   4.00  13.734 13.409 13.083 12.771 12.519 12.384 12.344 12.432 12.657 12.946 13.228 13.460 13.734 14.101 14.476 14.903 15.540 16.243 16.957
   4.25  14.177 13.859 13.534 13.214 12.932 12.751 12.679 12.723 12.916 13.197 13.486 13.733 13.962 14.305 14.670 15.037 15.593 16.277 16.984
   4.50  14.610 14.304 13.984 13.661 13.359 13.133 13.026 13.027 13.181 13.447 13.739 14.000 14.215 14.512 14.867 15.217 15.665 16.316 17.012
   4.75  15.023 14.737 14.429 14.109 13.796 13.533 13.384 13.345 13.453 13.697 13.988 14.259 14.482 14.723 15.066 15.411 15.772 16.360 17.040
   5.00  15.405 15.153 14.864 14.553 14.237 13.949 13.752 13.676 13.735 13.949 14.233 14.510 14.745 14.952 15.261 15.604 15.930 16.415 17.071
   5.25  15.745 15.539 15.281 14.987 14.676 14.374 14.135 14.017 14.028 14.202 14.473 14.753 14.997 15.198 15.453 15.791 16.116 16.492 17.103
   5.50  16.037 15.884 15.669 15.404 15.107 14.802 14.532 14.367 14.332 14.458 14.710 14.988 15.238 15.445 15.651 15.966 16.297 16.610 17.139
   5.75  16.286 16.182 16.018 15.793 15.521 15.224 14.936 14.726 14.646 14.719 14.942 15.215 15.466 15.678 15.863 16.128 16.463 16.768 17.185
   6.00  16.503 16.437 16.322 16.145 15.910 15.632 15.341 15.094 14.967 14.987 15.169 15.431 15.682 15.896 16.078 16.289 16.607 16.929 17.255
   6.25  16.698 16.658 16.582 16.454 16.263 16.016 15.736 15.467 15.291 15.260 15.394 15.638 15.886 16.098 16.280 16.460 16.732 17.067 17.364
   6.50  16.880 16.856 16.809 16.721 16.577 16.370 16.112 15.839 15.620 15.538 15.619 15.834 16.078 16.287 16.467 16.635 16.854 17.178 17.495
   6.75  17.056 17.042 17.012 16.954 16.851 16.687 16.462 16.199 15.953 15.818 15.845 16.022 16.257 16.464 16.639 16.804 16.987 17.270 17.611
   7.00  17.228 17.219 17.200 17.162 17.091 16.968 16.782 16.541 16.285 16.102 16.075 16.204 16.424 16.631 16.802 16.963 17.130 17.360 17.699
   7.25  17.398 17.392 17.380 17.355 17.307 17.217 17.071 16.861 16.611 16.391 16.309 16.387 16.582 16.788 16.957 17.112 17.275 17.466 17.767
   7.50  17.566 17.562 17.554 17.538 17.505 17.442 17.330 17.156 16.926 16.687 16.549 16.575 16.734 16.936 17.106 17.256 17.415 17.589 17.835
   7.75  17.734 17.731 17.726 17.715 17.693 17.649 17.566 17.427 17.225 16.986 16.800 16.772 16.887 17.077 17.251 17.397 17.551 17.720 17.923
   8.00  17.901 17.899 17.896 17.889 17.874 17.843 17.783 17.676 17.507 17.282 17.064 16.980 17.046 17.215 17.391 17.536 17.684 17.851 18.032
   8.25  18.068 18.067 18.065 18.060 18.049 18.028 17.986 17.906 17.770 17.570 17.342 17.202 17.219 17.352 17.527 17.674 17.816 17.980 18.155
   8.50  18.235 18.234 18.233 18.229 18.222 18.208 18.178 18.119 18.014 17.846 17.626 17.442 17.406 17.496 17.660 17.811 17.948 18.106 18.283
   8.75  18.402 18.402 18.400 18.398 18.393 18.383 18.362 18.321 18.242 18.107 17.909 17.700 17.610 17.654 17.792 17.947 18.082 18.232 18.409
   9.00  18.569 18.569 18.568 18.566 18.563 18.556 18.542 18.512 18.455 18.351 18.184 17.973 17.833 17.829 17.930 18.081 18.217 18.359 18.532
   9.25  18.736 18.735 18.735 18.734 18.732 18.727 18.717 18.697 18.657 18.579 18.446 18.251 18.075 18.023 18.079 18.214 18.352 18.488 18.655
   9.50  18.903 18.902 18.902 18.901 18.900 18.896 18.890 18.876 18.848 18.793 18.691 18.526 18.336 18.236 18.246 18.349 18.487 18.619 18.777
   9.75  19.069 19.069 19.069 19.068 19.067 19.065 19.060 19.051 19.032 18.994 18.920 18.789 18.606 18.468 18.434 18.494 18.622 18.752 18.901
   3.00   3.000  3.333  3.667  4.000  4.333  4.667  5.000  5.333  5.667  6.000  6.333  6.667  7.000  7.333  7.667  8.000  8.333  8.667  9.000
  -6.00   2.223  2.943  3.687  4.447  5.216  5.994  6.777  7.565  8.357  9.152  9.950 10.750 11.553 12.356 13.159 13.959 14.754 15.536 16.300
  -5.75   2.275  2.983  3.719  4.474  5.240  6.014  6.795  7.581  8.372  9.166  9.963 10.762 11.564 12.366 13.169 13.969 14.763 15.545 16.311
  -5.50   2.335  3.027  3.754  4.502  5.264  6.036  6.814  7.599  8.387  9.180  9.976 10.775 11.575 12.377 13.179 13.978 14.772 15.555 16.321
  -5.25   2.404  3.075  3.792  4.533  5.290  6.058  6.834  7.616  8.404  9.195  9.990 10.787 11.587 12.388 13.189 13.988 14.781 15.564 16.330
  -5.00   2.484  3.130  3.833  4.566  5.318  6.082  6.855  7.635  8.421  9.210 10.004 10.800 11.599 12.399 13.200 13.998 14.791 15.573 16.340
  -4.75   2.579  3.193  3.878  4.602  5.348  6.108  6.877  7.655  8.438  9.226 10.018 10.814 11.611 12.411 13.210 14.008 14.801 15.583 16.349
  -4.50   2.693  3.265  3.929  4.641  5.379  6.134  6.901  7.675  8.456  9.243 10.033 10.827 11.624 12.423 13.222 14.019 14.810 15.592 16.358
  -4.25   2.831  3.350  3.986  4.683  5.413  6.163  6.925  7.697  8.475  9.260 10.049 10.842 11.637 12.435 13.233 14.029 14.821 15.602 16.368
  -4.00   3.001  3.451  4.052  4.731  5.450  6.193  6.951  7.719  8.495  9.278 10.065 10.856 11.651 12.447 13.245 14.040 14.831 15.611 16.377
  -3.75   3.209  3.572  4.128  4.784  5.490  6.226  6.978  7.743  8.516  9.296 10.082 10.872 11.665 12.460 13.256 14.051 14.841 15.621 16.386
  -3.50   3.456  3.719  4.218  4.844  5.535  6.261  7.007  7.768  8.538  9.316 10.099 10.887 11.679 12.473 13.269 14.063 14.852 15.631 16.396
  -3.25   3.735  3.899  4.326  4.913  5.584  6.299  7.039  7.794  8.561  9.336 10.117 10.904 11.694 12.487 13.281 14.075 14.863 15.642 16.406
  -3.00   4.037  4.114  4.455  4.994  5.640  6.341  7.072  7.822  8.585  9.357 10.136 10.921 11.709 12.501 13.294 14.087 14.874 15.652 16.416
  -2.75   4.353  4.362  4.611  5.090  5.704  6.387  7.109  7.852  8.611  9.379 10.156 10.938 11.725 12.516 13.308 14.099 14.886 15.663 16.426
  -2.50   4.668  4.634  4.798  5.205  5.777  6.439  7.148  7.885  8.638  9.403 10.176 10.957 11.742 12.531 13.322 14.112 14.898 15.674 16.436
  -2.25   4.964  4.919  5.016  5.342  5.863  6.498  7.192  7.919  8.667  9.428 10.198 10.976 11.759 12.546 13.336 14.125 14.910 15.686 16.447
  -2.00   5.231  5.206  5.259  5.506  5.966  6.565  7.241  7.957  8.698  9.454 10.221 10.996 11.777 12.563 13.351 14.139 14.922 15.697 16.458
  -1.75   5.475  5.481  5.516  5.698  6.088  6.644  7.295  7.999  8.731  9.482 10.245 11.017 11.796 12.579 13.366 14.153 14.935 15.709 16.469
  -1.50   5.709  5.737  5.777  5.914  6.234  6.736  7.358  8.044  8.767  9.511 10.270 11.039 11.815 12.597 13.382 14.167 14.949 15.722 16.481
  -1.25   5.945  5.980  6.033  6.146  6.405  6.846  7.429  8.095  8.806  9.543 10.297 11.062 11.836 12.615 13.398 14.182 14.962 15.734 16.493
  -1.00   6.186  6.220  6.280  6.386  6.599  6.977  7.514  8.153  8.849  9.578 10.326 11.087 11.857 12.634 13.415 14.198 14.977 15.747 16.505
  -0.75   6.435  6.463  6.522  6.627  6.811  7.132  7.614  8.220  8.897  9.615 10.356 11.113 11.880 12.654 13.433 14.214 14.991 15.761 16.517
  -0.50   6.693  6.714  6.766  6.866  7.035  7.309  7.733  8.297  8.951  9.656 10.389 11.140 11.903 12.675 13.452 14.230 15.007 15.775 16.530
  -0.25   6.961  6.973  7.017  7.106  7.264  7.507  7.874  8.389  9.013  9.701 10.425 11.169 11.928 12.697 13.471 14.248 15.022 15.789 16.543
   0.00   7.239  7.241  7.275  7.352  7.497  7.720  8.038  8.498  9.085  9.752 10.464 11.201 11.955 12.719 13.491 14.266 15.039 15.804 16.557
   0.25   7.527  7.517  7.542  7.606  7.734  7.943  8.226  8.628  9.169  9.810 10.506 11.235 11.983 12.744 13.512 14.284 15.056 15.820 16.571
   0.50   7.825  7.803  7.817  7.869  7.979  8.173  8.433  8.782  9.270  9.876 10.554 11.272 12.013 12.769 13.534 14.304 15.073 15.836 16.586
